GameID,Team,Goalie,PlayerID,DEC,GA,SA,SV,SV%,SO,PIM,TOI
202310290NJD,NJD,Vítek Vaněček,vanecvi01,W,3,34,31,91.20%,0,0,60
202311100NJD,WSH,Charlie Lindgren,lindgch01,W,2,26,24,92.30%,0,0,59.1
202311100NJD,NJD,Vítek Vaněček,vanecvi01,--,2,5,3,60.00%,0,0,10.62
202311100NJD,NJD,Akira Schmid,schmiak01,L,1,21,20,95.20%,0,0,47.5
202311100NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202311180NJD,NYR,Igor Shesterkin,shestig01,W,3,33,30,90.90%,0,0,60
202311180NJD,NJD,Vítek Vaněček,vanecvi01,L,4,34,30,88.20%,0,0,57.6
202311180NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202311240NJD,CBJ,Elvis Merzļikins,merzlel01,W,1,38,37,97.40%,0,0,60
202311240NJD,NJD,Akira Schmid,schmiak01,L,2,28,26,92.90%,0,0,57.72
202311250NJD,BUF,Eric Comrie,comrier01,L,4,17,13,76.50%,0,0,20
202311250NJD,BUF,Devon Levi,levide01,--,3,20,17,85.00%,0,0,39.75
202311250NJD,NJD,Vítek Vaněček,vanecvi01,W,2,12,10,83.30%,0,0,59.4
202311280NJD,NYI,Ilya Sorokin,sorokil01,L,5,33,28,84.80%,0,0,59.62
202311280NJD,NJD,Vítek Vaněček,vanecvi01,--,4,18,14,77.80%,0,0,33.08
202311280NJD,NJD,Akira Schmid,schmiak01,W,0,8,8,100.00%,0,0,26.92
202312010NJD,SJS,Kaapo Kähkönen,kahkoka01,W,3,47,44,93.60%,0,0,60
202312010NJD,NJD,Akira Schmid,schmiak01,L,5,17,12,70.60%,0,0,56.27
202312010NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202312130NJD,BOS,Jeremy Swayman,swaymje01,O,2,35,33,94.30%,0,0,62.78
202312130NJD,NJD,Vítek Vaněček,vanecvi01,W,1,24,23,95.80%,0,0,62.78
202312170NJD,ANA,John Gibson,gibsojo02,W,1,19,18,94.70%,0,0,40
202312170NJD,ANA,Lukáš Dostál,dostalu01,--,0,10,10,100.00%,0,0,20
202312170NJD,NJD,Akira Schmid,schmiak01,L,4,27,23,85.20%,0,0,58.03
202312170NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202312190NJD,PHI,Samuel Ersson,erssosa01,W,2,26,24,92.30%,0,0,63.13
202312190NJD,NJD,Vítek Vaněček,vanecvi01,O,3,26,23,88.50%,0,0,63.42
202312210NJD,EDM,Calvin Pickard,pickaca01,W,3,26,23,88.50%,0,0,60
202312210NJD,NJD,Akira Schmid,schmiak01,--,2,6,4,66.70%,0,0,5.4
202312210NJD,NJD,Vítek Vaněček,vanecvi01,L,4,32,28,87.50%,0,0,54.6
202312230NJD,DET,Michael Hutchinson,hutchmi01,L,3,36,33,91.70%,0,0,57.8
202312230NJD,NJD,Vítek Vaněček,vanecvi01,W,2,24,22,91.70%,0,0,60
202312270NJD,CBJ,Elvis Merzļikins,merzlel01,O,4,35,31,88.60%,0,0,62.1
202312270NJD,NJD,Vítek Vaněček,vanecvi01,W,3,29,26,89.70%,0,0,61.77
202401050NJD,CHI,Arvid Söderblom,soderar01,L,3,31,28,90.30%,0,0,58.27
202401050NJD,CHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401050NJD,NJD,Vítek Vaněček,vanecvi01,W,2,25,23,92.00%,0,0,59.85
202401060NJD,VAN,Thatcher Demko,demkoth01,W,4,25,21,84.00%,0,0,60
202401060NJD,NJD,Nico Daws,dawsni01,L,5,42,37,88.10%,0,0,58.78
202401060NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202401170NJD,MTL,Sam Montembeault,montesa01,W,2,30,28,93.30%,0,0,60
202401170NJD,NJD,Nico Daws,dawsni01,L,3,25,22,88.00%,0,0,58.23
202401200NJD,DAL,Scott Wedgewood,wedgesc01,W,2,31,29,93.50%,0,0,59.82
202401200NJD,NJD,Nico Daws,dawsni01,L,6,36,30,83.30%,0,0,59.72
202401220NJD,VEG,Logan Thompson,thomplo01,O,6,38,32,84.20%,0,0,62.58
202401220NJD,NJD,Vítek Vaněček,vanecvi01,W,5,32,27,84.40%,0,0,62.58
202402060NJD,COL,Justus Annunen,annunju01,L,4,30,26,86.70%,0,0,58.67
202402060NJD,COL,Empty Net,,--,1,1,0,0.00%,0,0,0
202402060NJD,NJD,Vítek Vaněček,vanecvi01,W,3,38,35,92.10%,0,0,60
202402080NJD,CGY,Jacob Markström,marksja02,W,3,40,37,92.50%,0,0,59.58
202402080NJD,NJD,Vítek Vaněček,vanecvi01,L,4,29,25,86.20%,0,0,58.1
202402080NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202402120NJD,SEA,Joey Daccord,daccojo01,L,3,37,34,91.90%,0,0,58.15
202402120NJD,NJD,Nico Daws,dawsni01,W,1,28,27,96.40%,0,0,59.73
202402150NJD,LAK,David Rittich,rittida01,W,1,27,26,96.30%,0,0,59.23
202402150NJD,NJD,Nico Daws,dawsni01,L,2,29,27,93.10%,0,0,58.07
202402170NJD,PHI,Samuel Ersson,erssosa01,L,5,39,34,87.20%,0,0,58.42
202402170NJD,PHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202402170NJD,NJD,Nico Daws,dawsni01,W,3,48,45,93.80%,0,0,60
202402220NJD,NYR,Igor Shesterkin,shestig01,W,1,40,39,97.50%,0,0,59.65
202402220NJD,NJD,Nico Daws,dawsni01,L,5,18,13,72.20%,0,0,59.67
202402240NJD,MTL,Jake Allen,allenja01,L,4,24,20,83.30%,0,0,57.8
202402240NJD,NJD,Nico Daws,dawsni01,W,3,26,23,88.50%,0,0,60
202402250NJD,TBL,Jonas Johansson,johanjo03,W,1,19,18,94.70%,0,0,59.95
202402250NJD,NJD,Akira Schmid,schmiak01,L,3,26,23,88.50%,0,0,59.27
202402250NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202403050NJD,FLA,Anthony Stolarz,stolaan01,W,3,24,21,87.50%,0,0,60
202403050NJD,NJD,Akira Schmid,schmiak01,L,4,30,26,86.70%,0,0,58.92
202403050NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202403070NJD,STL,Jordan Binnington,binnijo01,L,3,32,29,90.60%,0,0,57.97
202403070NJD,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202403070NJD,NJD,Nico Daws,dawsni01,W,1,24,23,95.80%,0,0,60
202403090NJD,CAR,Pyotr Kochetkov,kochepy01,W,2,25,23,92.00%,0,0,59.88
202403090NJD,NJD,Nico Daws,dawsni01,L,2,24,22,91.70%,0,0,58.92
202403090NJD,NJD,Empty Net,,--,2,2,0,0.00%,0,0,0
202403190NJD,PIT,Tristan Jarry,jarrytr01,L,5,38,33,86.80%,0,0,58.03
202403190NJD,NJD,Jake Allen,allenja01,W,2,38,36,94.70%,0,0,60
202403210NJD,WPG,Laurent Brossoit,brossla01,L,3,40,37,92.50%,0,0,57.22
202403210NJD,WPG,Empty Net,,--,1,1,0,0.00%,0,0,0
202403210NJD,NJD,Jake Allen,allenja01,W,1,19,18,94.70%,0,0,60
202403230NJD,OTT,Joonas Korpisalo,korpijo01,W,2,20,18,90.00%,0,0,59.87
202403230NJD,NJD,Jake Allen,allenja01,L,5,25,20,80.00%,0,0,60
202404020NJD,PIT,Alex Nedeljkovic,nedelal01,W,3,26,23,88.50%,0,0,60
202404020NJD,NJD,Jake Allen,allenja01,L,5,20,15,75.00%,0,0,59.25
202404020NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202404070NJD,NSH,Juuse Saros,sarosju01,W,2,25,23,92.00%,0,0,65
202404070NJD,NJD,Kaapo Kähkönen,kahkoka01,--,1,5,4,80.00%,0,0,8.65
202404070NJD,NJD,Jake Allen,allenja01,O,1,30,29,96.70%,0,0,56.35
202404090NJD,TOR,Joseph Woll,wolljo01,W,2,20,18,90.00%,0,0,59.33
202404090NJD,NJD,Jake Allen,allenja01,L,4,38,34,89.50%,0,0,57.88
202404090NJD,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202404150NJD,NYI,Semyon Varlamov,varlasi01,W,1,24,23,95.80%,0,0,60
202404150NJD,NJD,Jake Allen,allenja01,L,4,19,15,78.90%,0,0,60
202310120NSH,SEA,Philipp Grubauer,grubaph01,L,2,34,32,94.10%,0,0,57.87
202310120NSH,SEA,Empty Net,,--,1,1,0,0.00%,0,0,0
202310120NSH,NSH,Juuse Saros,sarosju01,W,0,23,23,100.00%,1,0,59.6
202310170NSH,EDM,Jack Campbell,campbja01,W,1,44,43,97.70%,0,0,60
202310170NSH,NSH,Juuse Saros,sarosju01,L,4,11,7,63.60%,0,0,18.87
202310170NSH,NSH,Kevin Lankinen,lankike01,--,2,19,17,89.50%,0,0,40
202310210NSH,SJS,Mackenzie Blackwood,blackma01,L,5,34,29,85.30%,0,2,60
202310210NSH,NSH,Juuse Saros,sarosju01,W,1,32,31,96.90%,0,0,60
202310240NSH,VAN,Thatcher Demko,demkoth01,W,2,18,16,88.90%,0,0,60
202310240NSH,NSH,Juuse Saros,sarosju01,L,3,24,21,87.50%,0,0,58.95
202310280NSH,TOR,Ilya Samsonov,samsoil01,O,3,24,21,87.50%,0,0,62.08
202310280NSH,NSH,Juuse Saros,sarosju01,W,2,35,33,94.30%,0,0,62.22
202311110NSH,ARI,Connor Ingram,ingraco01,W,5,42,37,88.10%,0,0,59.77
202311110NSH,NSH,Juuse Saros,sarosju01,L,6,24,18,75.00%,0,0,58.23
202311110NSH,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202311140NSH,ANA,John Gibson,gibsojo02,W,2,30,28,93.30%,0,0,59.63
202311140NSH,NSH,Juuse Saros,sarosju01,L,3,20,17,85.00%,0,0,59.13
202311180NSH,CHI,Arvid Söderblom,soderar01,L,3,30,27,90.00%,0,0,58.13
202311180NSH,CHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202311180NSH,NSH,Kevin Lankinen,lankike01,W,2,31,29,93.50%,0,0,60
202311200NSH,COL,Alexandar Georgiev,georgal01,L,4,30,26,86.70%,0,0,59.23
202311200NSH,NSH,Juuse Saros,sarosju01,W,3,29,26,89.70%,0,0,58.73
202311220NSH,CGY,Jacob Markström,marksja02,L,4,45,41,91.10%,0,0,59.82
202311220NSH,NSH,Juuse Saros,sarosju01,W,2,26,24,92.30%,0,0,59.83
202311260NSH,WPG,Laurent Brossoit,brossla01,L,3,26,23,88.50%,0,0,58.48
202311260NSH,NSH,Juuse Saros,sarosju01,W,2,34,32,94.10%,0,0,60
202311280NSH,PIT,Tristan Jarry,jarrytr01,O,3,25,22,88.00%,0,0,59.92
202311280NSH,NSH,Juuse Saros,sarosju01,W,2,31,29,93.50%,0,0,59.23
202311300NSH,MIN,Filip Gustavsson,gustafi01,W,1,27,26,96.30%,0,0,59.97
202311300NSH,NSH,Juuse Saros,sarosju01,L,4,15,11,73.30%,0,0,21
202311300NSH,NSH,Kevin Lankinen,lankike01,--,2,16,14,87.50%,0,0,38.28
202312020NSH,NYR,Igor Shesterkin,shestig01,W,3,40,37,92.50%,0,0,60
202312020NSH,NSH,Kevin Lankinen,lankike01,L,4,25,21,84.00%,0,0,57.85
202312070NSH,TBL,Jonas Johansson,johanjo03,L,4,29,25,86.20%,0,0,58.42
202312070NSH,TBL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312070NSH,NSH,Juuse Saros,sarosju01,W,1,33,32,97.00%,0,0,60
202312120NSH,PHI,Samuel Ersson,erssosa01,O,3,22,19,86.40%,0,0,60.3
202312120NSH,NSH,Juuse Saros,sarosju01,W,2,39,37,94.90%,0,0,60.17
202312160NSH,WSH,Charlie Lindgren,lindgch01,L,3,23,20,87.00%,0,0,57.65
202312160NSH,NSH,Juuse Saros,sarosju01,W,1,22,21,95.50%,0,0,60
202312190NSH,VAN,Casey DeSmith,desmica01,W,2,28,26,92.90%,0,0,60
202312190NSH,NSH,Juuse Saros,sarosju01,L,5,24,19,79.20%,0,0,40.85
202312190NSH,NSH,Kevin Lankinen,lankike01,--,0,11,11,100.00%,0,0,18.73
202312230NSH,DAL,Scott Wedgewood,wedgesc01,W,2,21,19,90.50%,0,0,58.33
202312230NSH,NSH,Juuse Saros,sarosju01,L,3,34,31,91.20%,0,0,60
202312270NSH,CAR,Pyotr Kochetkov,kochepy01,W,2,37,35,94.60%,0,0,60
202312270NSH,NSH,Juuse Saros,sarosju01,L,5,19,14,73.70%,0,0,40
202312270NSH,NSH,Yaroslav Askarov,askarya01,--,0,6,6,100.00%,0,0,16.67
202401020NSH,CHI,Arvid Söderblom,soderar01,L,2,35,33,94.30%,0,0,59.18
202401020NSH,CHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401020NSH,NSH,Juuse Saros,sarosju01,W,0,21,21,100.00%,1,0,59.92
202401040NSH,CGY,Daniel Vladař,vladada01,W,3,32,29,90.60%,0,0,60
202401040NSH,NSH,Juuse Saros,sarosju01,L,5,25,20,80.00%,0,0,40
202401040NSH,NSH,Kevin Lankinen,lankike01,--,1,14,13,92.90%,0,0,20
202401090NSH,ANA,Lukáš Dostál,dostalu01,W,3,42,39,92.90%,0,0,59.55
202401090NSH,NSH,Juuse Saros,sarosju01,L,5,33,28,84.80%,0,0,57.33
202401130NSH,NYI,Ilya Sorokin,sorokil01,L,2,27,25,92.60%,0,0,59.88
202401130NSH,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401130NSH,NSH,Juuse Saros,sarosju01,W,1,25,24,96.00%,0,0,59.88
202401220NSH,FLA,Anthony Stolarz,stolaan01,W,1,27,26,96.30%,0,0,59.27
202401220NSH,NSH,Juuse Saros,sarosju01,L,2,36,34,94.40%,0,0,58.18
202401220NSH,NSH,Empty Net,,--,2,2,0,0.00%,0,0,0
202401310NSH,LAK,David Rittich,rittida01,W,2,42,40,95.20%,0,0,59.75
202401310NSH,NSH,Juuse Saros,sarosju01,L,3,23,20,87.00%,0,0,58.28
202401310NSH,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202402100NSH,ARI,Connor Ingram,ingraco01,O,5,37,32,86.50%,0,0,61.6
202402100NSH,NSH,Juuse Saros,sarosju01,W,4,31,27,87.10%,0,0,61.57
202402130NSH,NJD,Nico Daws,dawsni01,W,2,32,30,93.80%,0,0,60
202402130NSH,NSH,Juuse Saros,sarosju01,L,3,46,43,93.50%,0,0,58.98
202402130NSH,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202402150NSH,DAL,Jake Oettinger,oettija01,W,2,22,20,90.90%,0,0,40
202402150NSH,DAL,Scott Wedgewood,wedgesc01,--,0,7,7,100.00%,0,0,20
202402150NSH,NSH,Juuse Saros,sarosju01,L,4,18,14,77.80%,0,0,20
202402150NSH,NSH,Kevin Lankinen,lankike01,--,5,23,18,78.30%,0,0,40
202402270NSH,NSH,Joonas Korpisalo,korpijo01,L,4,36,32,88.90%,0,0,60
202402270NSH,NSH,Juuse Saros,sarosju01,W,1,25,24,96.00%,0,0,60
202402290NSH,MIN,Filip Gustavsson,gustafi01,L,6,31,25,80.60%,0,0,59.77
202402290NSH,NSH,Juuse Saros,sarosju01,W,1,34,33,97.10%,0,0,60
202403020NSH,COL,Alexandar Georgiev,georgal01,L,4,34,30,88.20%,0,0,58.63
202403020NSH,COL,Empty Net,,--,1,1,0,0.00%,0,0,0
202403020NSH,NSH,Juuse Saros,sarosju01,W,1,26,25,96.20%,0,0,59.92
202403050NSH,MTL,Jake Allen,allenja01,W,3,28,25,89.30%,0,0,60.28
202403050NSH,NSH,Juuse Saros,sarosju01,O,4,30,26,86.70%,0,0,60.28
202403070NSH,BUF,Eric Comrie,comrier01,L,4,24,20,83.30%,0,0,56.78
202403070NSH,NSH,Juuse Saros,sarosju01,W,2,28,26,92.90%,0,0,60
202403190NSH,SJS,Magnus Chrona,chronma01,L,8,40,32,80.00%,0,0,60
202403190NSH,NSH,Juuse Saros,sarosju01,W,2,20,18,90.00%,0,0,60
202403230NSH,DET,Alex Lyon,lyonal01,L,1,32,31,96.90%,0,0,57.98
202403230NSH,NSH,Juuse Saros,sarosju01,W,0,22,22,100.00%,1,0,59.48
202403260NSH,VEG,Jiří Patera,paterji01,O,5,35,30,85.70%,0,0,60.67
202403260NSH,NSH,Juuse Saros,sarosju01,W,4,35,31,88.60%,0,0,60.67
202404020NSH,BOS,Linus Ullmark,ullmali01,W,0,31,31,100.00%,1,0,60
202404020NSH,NSH,Juuse Saros,sarosju01,L,2,31,29,93.50%,0,0,58.85
202404020NSH,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202404040NSH,STL,Jordan Binnington,binnijo01,L,4,29,25,86.20%,0,0,55.6
202404040NSH,STL,Empty Net,,--,2,2,0,0.00%,0,0,0
202404040NSH,NSH,Juuse Saros,sarosju01,W,3,47,44,93.60%,0,0,60
202404090NSH,WPG,Connor Hellebuyck,helleco01,W,3,48,45,93.80%,0,0,61.87
202404090NSH,NSH,Juuse Saros,sarosju01,O,4,22,18,81.80%,0,0,61.8
202404130NSH,CBJ,Jet Greaves,greavje01,L,6,37,31,83.80%,0,0,60
202404130NSH,NSH,Juuse Saros,sarosju01,W,4,35,31,88.60%,0,0,55.62
202404130NSH,NSH,Kevin Lankinen,lankike01,--,0,2,2,100.00%,0,0,4.17
202310140NYI,BUF,Devon Levi,levide01,L,3,29,26,89.70%,0,0,59.53
202310140NYI,NYI,Ilya Sorokin,sorokil01,W,2,28,26,92.90%,0,0,59.85
202310170NYI,ARI,Karel Vejmelka,vejmeka01,L,1,34,33,97.10%,0,0,58.03
202310170NYI,NYI,Ilya Sorokin,sorokil01,W,0,14,14,100.00%,1,0,59.82
202310200NYI,NJD,Akira Schmid,schmiak01,W,4,32,28,87.50%,0,0,62.32
202310200NYI,NYI,Ilya Sorokin,sorokil01,O,5,39,34,87.20%,0,0,61.78
202310240NYI,COL,Alexandar Georgiev,georgal01,W,4,32,28,87.50%,0,0,59.53
202310240NYI,NYI,Ilya Sorokin,sorokil01,L,5,37,32,86.50%,0,0,58.78
202310240NYI,NYI,Empty Net,,--,2,2,0,0.00%,0,0,0
202310260NYI,OTT,Joonas Korpisalo,korpijo01,L,3,38,35,92.10%,0,0,58.92
202310260NYI,NYI,Ilya Sorokin,sorokil01,W,2,47,45,95.70%,0,0,59.87
202310300NYI,DET,Ville Husso,hussovi01,W,3,40,37,92.50%,0,0,61.42
202310300NYI,NYI,Ilya Sorokin,sorokil01,O,4,36,32,88.90%,0,0,61.42
202311040NYI,CAR,Antti Raanta,raantan01,W,3,25,22,88.00%,0,0,61.17
202311040NYI,NYI,Ilya Sorokin,sorokil01,O,4,46,42,91.30%,0,0,61.23
202311070NYI,MIN,Marc-André Fleury,fleurma01,W,2,29,27,93.10%,0,0,59.87
202311070NYI,NYI,Semyon Varlamov,varlasi01,L,4,31,27,87.10%,0,0,57.6
202311110NYI,WSH,Hunter Shepard,shepahu01,W,1,37,36,97.30%,0,0,60
202311110NYI,NYI,Semyon Varlamov,varlasi01,L,3,27,24,88.90%,0,0,56.7
202311110NYI,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202311220NYI,PHI,Carter Hart,hartca01,L,3,25,22,88.00%,0,0,58.25
202311220NYI,NYI,Ilya Sorokin,sorokil01,W,2,36,34,94.40%,0,0,60
202311250NYI,PHI,Samuel Ersson,erssosa01,W,0,25,25,100.00%,1,0,65
202311250NYI,NYI,Ilya Sorokin,sorokil01,O,0,40,40,100.00%,1,0,64.1
202312050NYI,SJS,Kaapo Kähkönen,kahkoka01,W,4,39,35,89.70%,0,0,63.53
202312050NYI,NYI,Ilya Sorokin,sorokil01,O,5,37,32,86.50%,0,0,64.58
202312070NYI,CBJ,Spencer Martin,martisp01,L,7,36,29,80.60%,0,0,60
202312070NYI,NYI,Semyon Varlamov,varlasi01,W,3,35,32,91.40%,0,0,59.52
202312090NYI,LAK,Cam Talbot,talboca01,O,3,30,27,90.00%,0,0,60.22
202312090NYI,NYI,Ilya Sorokin,sorokil01,W,2,35,33,94.30%,0,0,60.22
202312110NYI,TOR,Ilya Samsonov,samsoil01,O,4,29,25,86.20%,0,0,58.85
202312110NYI,NYI,Ilya Sorokin,sorokil01,W,3,40,37,92.50%,0,0,60.77
202312130NYI,ANA,John Gibson,gibsojo02,L,4,35,31,88.60%,0,0,58.77
202312130NYI,NYI,Semyon Varlamov,varlasi01,W,3,24,21,87.50%,0,0,60
202312150NYI,BOS,Linus Ullmark,ullmali01,W,4,37,33,89.20%,0,0,65
202312150NYI,NYI,Ilya Sorokin,sorokil01,O,4,34,30,88.20%,0,0,65
202312190NYI,EDM,Stuart Skinner,skinnst01,L,3,21,18,85.70%,0,0,57.88
202312190NYI,NYI,Ilya Sorokin,sorokil01,W,1,31,30,96.80%,0,0,59.95
202312270NYI,PIT,Tristan Jarry,jarrytr01,W,0,22,22,100.00%,1,0,60
202312270NYI,NYI,Ilya Sorokin,sorokil01,L,6,25,19,76.00%,0,0,40
202312270NYI,NYI,Semyon Varlamov,varlasi01,--,1,7,6,85.70%,0,0,20
202312290NYI,WSH,Charlie Lindgren,lindgch01,--,0,3,3,100.00%,0,0,6.77
202312290NYI,WSH,Darcy Kuemper,kuempda01,L,5,29,24,82.80%,0,0,53.23
202312290NYI,NYI,Ilya Sorokin,sorokil01,W,1,27,26,96.30%,0,0,60
202401090NYI,VAN,Casey DeSmith,desmica01,W,2,20,18,90.00%,0,0,59.58
202401090NYI,NYI,Ilya Sorokin,sorokil01,L,4,33,29,87.90%,0,0,59.83
202401090NYI,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401110NYI,TOR,Martin Jones,jonesma02,O,4,30,26,86.70%,0,0,60.35
202401110NYI,NYI,Ilya Sorokin,sorokil01,W,3,35,32,91.40%,0,0,60.35
202401210NYI,DAL,Scott Wedgewood,wedgesc01,O,3,28,25,89.30%,0,0,60.68
202401210NYI,NYI,Ilya Sorokin,sorokil01,W,2,43,41,95.30%,0,0,60.68
202401230NYI,VEG,Adin Hill,hillad01,W,2,42,40,95.20%,0,0,60
202401230NYI,NYI,Ilya Sorokin,sorokil01,L,3,27,24,88.90%,0,0,57.4
202401270NYI,FLA,Anthony Stolarz,stolaan01,W,2,23,21,91.30%,0,0,61.95
202401270NYI,NYI,Semyon Varlamov,varlasi01,O,3,37,34,91.90%,0,0,61.57
202402080NYI,TBL,Jonas Johansson,johanjo03,L,6,24,18,75.00%,0,0,59.38
202402080NYI,NYI,Ilya Sorokin,sorokil01,W,2,20,18,90.00%,0,0,60
202402100NYI,CGY,Jacob Markström,marksja02,W,2,36,34,94.40%,0,0,60
202402100NYI,NYI,Semyon Varlamov,varlasi01,L,3,22,19,86.40%,0,0,56.12
202402100NYI,NYI,Empty Net,,--,2,2,0,0.00%,0,0,0
202402130NYI,SEA,Philipp Grubauer,grubaph01,W,1,27,26,96.30%,0,0,65
202402130NYI,NYI,Ilya Sorokin,sorokil01,O,1,30,29,96.70%,0,0,65
202402180NYI,NYR,Igor Shesterkin,shestig01,W,5,41,36,87.80%,0,0,57.1
202402180NYI,NYI,Ilya Sorokin,sorokil01,O,6,38,32,84.20%,0,0,60.17
202402240NYI,TBL,Andrei Vasilevskiy,vasilan02,W,2,34,32,94.10%,0,0,60
202402240NYI,NYI,Ilya Sorokin,sorokil01,L,3,20,17,85.00%,0,0,56.55
202402240NYI,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202403020NYI,BOS,Linus Ullmark,ullmali01,L,5,26,21,80.80%,0,2,60
202403020NYI,NYI,Ilya Sorokin,sorokil01,W,1,23,22,95.70%,0,0,60
202403050NYI,STL,Joel Hofer,hoferjo01,L,3,32,29,90.60%,0,0,59.37
202403050NYI,STL,Empty Net,,--,1,1,0,0.00%,0,0,0
202403050NYI,NYI,Ilya Sorokin,sorokil01,W,2,21,19,90.50%,0,0,60
202403160NYI,OTT,Joonas Korpisalo,korpijo01,W,3,33,30,90.90%,0,0,64.55
202403160NYI,NYI,Semyon Varlamov,varlasi01,O,4,30,26,86.70%,0,0,63.28
202403190NYI,CAR,Pyotr Kochetkov,kochepy01,W,1,31,30,96.80%,0,0,60
202403190NYI,NYI,Ilya Sorokin,sorokil01,L,3,33,30,90.90%,0,0,59.23
202403190NYI,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202403230NYI,WPG,Connor Hellebuyck,helleco01,L,5,26,21,80.80%,0,0,29.18
202403230NYI,WPG,Laurent Brossoit,brossla01,--,1,13,12,92.30%,0,0,30.82
202403230NYI,NYI,Semyon Varlamov,varlasi01,W,3,35,32,91.40%,0,0,60
202403240NYI,NJD,Kaapo Kähkönen,kahkoka01,W,0,36,36,100.00%,1,0,59.5
202403240NYI,NYI,Ilya Sorokin,sorokil01,L,3,29,26,89.70%,0,0,57.5
202403240NYI,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202404020NYI,CHI,Petr Mrázek,mrazepe01,L,2,29,27,93.10%,0,0,57.93
202404020NYI,NYI,Ilya Sorokin,sorokil01,W,1,19,18,94.70%,0,0,59.78
202404060NYI,NSH,Kevin Lankinen,lankike01,L,1,29,28,96.60%,0,0,57.63
202404060NYI,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202404060NYI,NYI,Semyon Varlamov,varlasi01,W,0,42,42,100.00%,1,0,60
202404090NYI,NYR,Igor Shesterkin,shestig01,L,3,27,24,88.90%,0,0,57.87
202404090NYI,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
202404090NYI,NYI,Semyon Varlamov,varlasi01,W,2,33,31,93.90%,0,0,59.98
202404110NYI,MTL,Sam Montembeault,montesa01,O,3,31,28,90.30%,0,0,61.28
202404110NYI,NYI,Semyon Varlamov,varlasi01,W,2,14,12,85.70%,0,0,61.02
202404170NYI,PIT,Alex Nedeljkovic,nedelal01,L,5,32,27,84.40%,0,0,57.57
202404170NYI,NYI,Ilya Sorokin,sorokil01,W,4,44,40,90.90%,0,0,59.88
202310160NYR,ARI,Connor Ingram,ingraco01,L,2,28,26,92.90%,0,0,58.72
202310160NYR,NYR,Igor Shesterkin,shestig01,W,1,27,26,96.30%,0,2,59.92
202310190NYR,NSH,Juuse Saros,sarosju01,W,1,24,23,95.80%,0,0,59.55
202310190NYR,NYR,Igor Shesterkin,shestig01,L,4,18,14,77.80%,0,0,33.85
202310190NYR,NYR,Jonathan Quick,quickjo01,--,0,9,9,100.00%,0,0,26.12
202311020NYR,CAR,Frederik Andersen,anderfr01,L,2,26,24,92.30%,0,0,58.8
202311020NYR,NYR,Igor Shesterkin,shestig01,W,1,27,26,96.30%,0,0,59.47
202311070NYR,DET,Ville Husso,hussovi01,L,5,32,27,84.40%,0,0,56.7
202311070NYR,NYR,Jonathan Quick,quickjo01,W,3,28,25,89.30%,0,0,60
202311090NYR,MIN,Marc-André Fleury,fleurma01,L,3,27,24,88.90%,0,0,57.73
202311090NYR,MIN,Empty Net,,--,1,1,0,0.00%,0,0,0
202311090NYR,NYR,Louis Domingue,dominlo01,W,1,26,25,96.20%,0,0,60
202311120NYR,CBJ,Elvis Merzļikins,merzlel01,O,3,40,37,92.50%,0,0,65
202311120NYR,NYR,Jonathan Quick,quickjo01,W,3,28,25,89.30%,0,0,62.93
202311250NYR,BOS,Linus Ullmark,ullmali01,L,7,40,33,82.50%,0,0,60
202311250NYR,NYR,Jonathan Quick,quickjo01,W,4,31,27,87.10%,0,0,59.47
202311270NYR,BUF,Ukko-Pekka Luukkonen,luukkuk01,W,1,26,25,96.20%,0,0,60
202311270NYR,NYR,Igor Shesterkin,shestig01,L,4,38,34,89.50%,0,0,58.65
202311270NYR,NYR,Empty Net,,--,1,1,0,0.00%,0,0,0
