GameID,Team,Goalie,PlayerID,DEC,GA,SA,SV,SV%,SO,PIM,TOI
202312060EDM,CAR,Pyotr Kochetkov,kochepy01,L,3,6,3,50.00%,0,0,5.77
202312060EDM,CAR,Antti Raanta,raantan01,--,3,28,25,89.30%,0,0,54.23
202312060EDM,EDM,Stuart Skinner,skinnst01,W,1,39,38,97.40%,0,0,60
202312080EDM,MIN,Marc-André Fleury,fleurma01,L,4,40,36,90.00%,0,0,58.22
202312080EDM,EDM,Stuart Skinner,skinnst01,W,3,20,17,85.00%,0,0,60
202312100EDM,NJD,Akira Schmid,schmiak01,L,3,29,26,89.70%,0,0,59.05
202312100EDM,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202312100EDM,EDM,Calvin Pickard,pickaca01,W,1,26,25,96.20%,0,0,58.77
202312120EDM,CHI,Petr Mrázek,mrazepe01,L,4,29,25,86.20%,0,0,60
202312120EDM,EDM,Stuart Skinner,skinnst01,W,1,23,22,95.70%,0,0,60
202312140EDM,TBL,Andrei Vasilevskiy,vasilan02,W,4,57,53,93.00%,0,0,60
202312140EDM,EDM,Stuart Skinner,skinnst01,L,5,22,17,77.30%,0,0,55.85
202312140EDM,EDM,Empty Net,,--,2,2,0,0.00%,0,0,0
202312160EDM,FLA,Sergei Bobrovsky,bobrose01,W,1,39,38,97.40%,0,0,59.85
202312160EDM,EDM,Calvin Pickard,pickaca01,L,5,39,34,87.20%,0,0,59.9
202401020EDM,PHI,Carter Hart,hartca01,L,5,36,31,86.10%,0,0,60
202401020EDM,EDM,Stuart Skinner,skinnst01,W,2,37,35,94.60%,0,0,59.12
202401060EDM,OTT,Anton Forsberg,forsban01,L,3,46,43,93.50%,0,0,58.03
202401060EDM,EDM,Stuart Skinner,skinnst01,W,1,30,29,96.70%,0,0,60
202401160EDM,TOR,Martin Jones,jonesma02,L,3,31,28,90.30%,0,0,58.28
202401160EDM,TOR,Empty Net,,--,1,1,0,0.00%,0,0,0
202401160EDM,EDM,Stuart Skinner,skinnst01,W,2,27,25,92.60%,0,0,59.7
202401180EDM,SEA,Joey Daccord,daccojo01,L,4,36,32,88.90%,0,0,59.45
202401180EDM,EDM,Stuart Skinner,skinnst01,W,2,27,25,92.60%,0,0,60
202401230EDM,CBJ,Elvis Merzļikins,merzlel01,L,4,24,20,83.30%,0,0,59.77
202401230EDM,EDM,Stuart Skinner,skinnst01,W,1,27,26,96.30%,0,0,60
202401250EDM,CHI,Petr Mrázek,mrazepe01,L,2,33,31,93.90%,0,0,59.25
202401250EDM,CHI,Empty Net,,--,1,1,0,0.00%,0,0,0
202401250EDM,EDM,Calvin Pickard,pickaca01,W,0,27,27,100.00%,1,0,59.8
202401270EDM,NSH,Kevin Lankinen,lankike01,L,3,20,17,85.00%,0,0,59.28
202401270EDM,NSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202401270EDM,EDM,Stuart Skinner,skinnst01,W,1,29,28,96.60%,0,0,60
202402130EDM,DET,Ville Husso,hussovi01,--,1,7,6,85.70%,0,0,8.8
202402130EDM,DET,Alex Lyon,lyonal01,L,7,29,22,75.90%,0,0,51.2
202402130EDM,EDM,Stuart Skinner,skinnst01,W,4,38,34,89.50%,0,0,60
202402210EDM,BOS,Jeremy Swayman,swaymje01,W,5,42,37,88.10%,0,0,63.17
202402210EDM,EDM,Stuart Skinner,skinnst01,O,6,36,30,83.30%,0,0,63.17
202402230EDM,MIN,Filip Gustavsson,gustafi01,W,2,43,41,95.30%,0,0,60
202402230EDM,EDM,Calvin Pickard,pickaca01,L,3,19,16,84.20%,0,0,59.37
202402230EDM,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202402240EDM,CGY,Daniel Vladař,vladada01,W,3,35,32,91.40%,0,0,59.87
202402240EDM,EDM,Stuart Skinner,skinnst01,L,5,30,25,83.30%,0,0,59.4
202402240EDM,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202402260EDM,LAK,David Rittich,rittida01,L,4,31,27,87.10%,0,0,57.47
202402260EDM,EDM,Stuart Skinner,skinnst01,W,2,40,38,95.00%,0,0,59.7
202402280EDM,STL,Jordan Binnington,binnijo01,O,3,36,33,91.70%,0,0,64.2
202402280EDM,EDM,Stuart Skinner,skinnst01,W,2,34,32,94.10%,0,0,64.57
202403030EDM,PIT,Alex Nedeljkovic,nedelal01,L,6,37,31,83.80%,0,0,60
202403030EDM,EDM,Calvin Pickard,pickaca01,W,1,23,22,95.70%,0,0,60
202403130EDM,WSH,Darcy Kuemper,kuempda01,L,7,37,30,81.10%,0,0,59.82
202403130EDM,EDM,Stuart Skinner,skinnst01,W,2,25,23,92.00%,0,0,59.8
202403160EDM,COL,Alexandar Georgiev,georgal01,W,2,34,32,94.10%,0,0,64.98
202403160EDM,EDM,Stuart Skinner,skinnst01,O,3,43,40,93.00%,0,0,64.98
202403190EDM,MTL,Sam Montembeault,montesa01,O,3,32,29,90.60%,0,0,63.22
202403190EDM,EDM,Calvin Pickard,pickaca01,W,2,25,23,92.00%,0,0,63.3
202403210EDM,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,8,39,31,79.50%,0,0,59.45
202403210EDM,EDM,Stuart Skinner,skinnst01,W,3,29,26,89.70%,0,0,59.6
202403280EDM,LAK,Cam Talbot,talboca01,L,3,19,16,84.20%,0,0,57.28
202403280EDM,LAK,Empty Net,,--,1,1,0,0.00%,0,0,0
202403280EDM,EDM,Stuart Skinner,skinnst01,W,1,32,31,96.90%,0,0,59.55
202403300EDM,ANA,John Gibson,gibsojo02,L,6,37,31,83.80%,0,0,59.12
202403300EDM,EDM,Calvin Pickard,pickaca01,W,1,22,21,95.50%,0,0,60
202404050EDM,COL,Alexandar Georgiev,georgal01,L,6,47,41,87.20%,0,0,60
202404050EDM,EDM,Stuart Skinner,skinnst01,W,2,24,22,91.70%,0,0,59.55
202404100EDM,VEG,Adin Hill,hillad01,L,5,25,20,80.00%,0,0,60
202404100EDM,EDM,Stuart Skinner,skinnst01,W,1,18,17,94.40%,0,0,60
202404120EDM,ARI,Karel Vejmelka,vejmeka01,W,2,41,39,95.10%,0,0,61.58
202404120EDM,EDM,Calvin Pickard,pickaca01,O,3,28,25,89.30%,0,0,61.5
202404130EDM,VAN,Casey DeSmith,desmica01,W,1,33,32,97.00%,0,0,60
202404130EDM,EDM,Stuart Skinner,skinnst01,L,2,26,24,92.30%,0,0,58.42
202404130EDM,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202404150EDM,SJS,Devin Cooley,coolede01,L,8,22,14,63.60%,0,0,33.82
202404150EDM,SJS,Georgi Romanov,romange01,--,1,16,15,93.80%,0,0,26.18
202404150EDM,EDM,Stuart Skinner,skinnst01,W,2,21,19,90.50%,0,0,60
202310190FLA,TOR,Ilya Samsonov,samsoil01,L,2,23,21,91.30%,0,0,57.83
202310190FLA,TOR,Empty Net,,--,1,1,0,0.00%,0,0,0
202310190FLA,FLA,Sergei Bobrovsky,bobrose01,W,1,30,29,96.70%,0,0,60
202310210FLA,VAN,Casey DeSmith,desmica01,W,3,36,33,91.70%,0,0,60
202310210FLA,FLA,Sergei Bobrovsky,bobrose01,L,4,30,26,86.70%,0,0,59.13
202310210FLA,FLA,Empty Net,,--,1,1,0,0.00%,0,0,0
202310240FLA,SJS,Mackenzie Blackwood,blackma01,L,2,35,33,94.30%,0,0,56.87
202310240FLA,SJS,Empty Net,,--,1,1,0,0.00%,0,0,0
202310240FLA,FLA,Anthony Stolarz,stolaan01,W,1,28,27,96.40%,0,0,59.48
202310280FLA,SEA,Joey Daccord,daccojo01,L,3,37,34,91.90%,0,0,58.33
202310280FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,33,31,93.90%,0,0,60
202311060FLA,CBJ,Elvis Merzļikins,merzlel01,--,3,10,7,70.00%,0,0,6.15
202311060FLA,CBJ,Spencer Martin,martisp01,O,2,36,34,94.40%,0,0,55.28
202311060FLA,FLA,Sergei Bobrovsky,bobrose01,W,4,23,19,82.60%,0,0,59.03
202311100FLA,CAR,Antti Raanta,raantan01,L,4,34,30,88.20%,0,0,59.72
202311100FLA,CAR,Empty Net,,--,1,1,0,0.00%,0,0,0
202311100FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,30,28,93.30%,0,0,60
202311120FLA,CHI,Arvid Söderblom,soderar01,L,4,31,27,87.10%,0,0,57.93
202311120FLA,FLA,Sergei Bobrovsky,bobrose01,W,3,26,23,88.50%,0,0,60
202311200FLA,EDM,Calvin Pickard,pickaca01,L,4,32,28,87.50%,0,2,57.63
202311200FLA,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202311200FLA,FLA,Sergei Bobrovsky,bobrose01,W,3,29,26,89.70%,0,0,60
202311220FLA,BOS,Linus Ullmark,ullmali01,W,1,28,27,96.40%,0,0,60
202311220FLA,FLA,Sergei Bobrovsky,bobrose01,L,3,25,22,88.00%,0,0,57.35
202311240FLA,WPG,Connor Hellebuyck,helleco01,W,0,33,33,100.00%,1,0,59.92
202311240FLA,FLA,Sergei Bobrovsky,bobrose01,L,2,30,28,93.30%,0,2,58.87
202311240FLA,FLA,Empty Net,,--,1,1,0,0.00%,0,0,0
202312020FLA,NYI,Ilya Sorokin,sorokil01,W,3,45,42,93.30%,0,0,60
202312020FLA,FLA,Anthony Stolarz,stolaan01,L,4,27,23,85.20%,0,0,57.2
202312060FLA,DAL,Jake Oettinger,oettija01,L,5,31,26,83.90%,0,0,58.22
202312060FLA,FLA,Sergei Bobrovsky,bobrose01,W,4,33,29,87.90%,0,0,60
202312080FLA,PIT,Tristan Jarry,jarrytr01,L,2,32,30,93.80%,0,0,58.42
202312080FLA,PIT,Empty Net,,--,1,1,0,0.00%,0,0,0
202312080FLA,FLA,Sergei Bobrovsky,bobrose01,W,1,26,25,96.20%,0,0,60
202312210FLA,STL,Joel Hofer,hoferjo01,W,1,38,37,97.40%,0,0,59.98
202312210FLA,FLA,Sergei Bobrovsky,bobrose01,L,3,23,20,87.00%,0,0,59.5
202312210FLA,FLA,Empty Net,,--,1,1,0,0.00%,0,0,0
202312230FLA,VEG,Jiří Patera,paterji01,L,4,42,38,90.50%,0,0,56.78
202312230FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,25,23,92.00%,0,0,60
202312290FLA,NYR,Jonathan Quick,quickjo01,L,4,33,29,87.90%,0,0,58.2
202312290FLA,FLA,Sergei Bobrovsky,bobrose01,W,3,34,31,91.20%,0,0,60
202312300FLA,MTL,Jake Allen,allenja01,L,3,25,22,88.00%,0,0,58.93
202312300FLA,MTL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312300FLA,FLA,Anthony Stolarz,stolaan01,W,1,19,18,94.70%,0,0,59.63
202401110FLA,LAK,Cam Talbot,talboca01,O,3,41,38,92.70%,0,0,64.98
202401110FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,33,31,93.90%,0,0,64.77
202401130FLA,NJD,Nico Daws,dawsni01,W,1,36,35,97.20%,0,0,60
202401130FLA,FLA,Sergei Bobrovsky,bobrose01,L,3,21,18,85.70%,0,0,57.2
202401130FLA,FLA,Empty Net,,--,1,1,0,0.00%,0,0,0
202401150FLA,ANA,John Gibson,gibsojo02,W,4,33,29,87.90%,0,0,60.8
202401150FLA,FLA,Anthony Stolarz,stolaan01,O,5,26,21,80.80%,0,0,60.8
202401170FLA,DET,Alex Lyon,lyonal01,W,2,34,32,94.10%,0,0,60.87
202401170FLA,FLA,Sergei Bobrovsky,bobrose01,O,3,29,26,89.70%,0,0,60.92
202401190FLA,MIN,Marc-André Fleury,fleurma01,--,1,11,10,90.90%,0,0,30.5
202401190FLA,MIN,Filip Gustavsson,gustafi01,W,3,24,21,87.50%,0,0,29.47
202401190FLA,FLA,Sergei Bobrovsky,bobrose01,--,4,15,11,73.30%,0,2,30.53
202401190FLA,FLA,Anthony Stolarz,stolaan01,L,1,10,9,90.00%,0,0,27.35
202401190FLA,FLA,Empty Net,,--,1,1,0,0.00%,0,0,0
202401240FLA,FLA,Karel Vejmelka,vejmeka01,L,6,42,36,85.70%,0,0,59.87
202401240FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,33,31,93.90%,0,0,60
202402060FLA,PHI,Samuel Ersson,erssosa01,W,1,21,20,95.20%,0,0,60
202402060FLA,FLA,Anthony Stolarz,stolaan01,L,2,25,23,92.00%,0,0,57.17
202402080FLA,WSH,Darcy Kuemper,kuempda01,L,3,40,37,92.50%,0,0,59.52
202402080FLA,WSH,Empty Net,,--,1,1,0,0.00%,0,0,0
202402080FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,23,21,91.30%,0,0,60
202402100FLA,COL,Alexandar Georgiev,georgal01,L,4,41,37,90.20%,0,0,60
202402100FLA,FLA,Sergei Bobrovsky,bobrose01,W,0,34,34,100.00%,1,0,59.52
202402200FLA,OTT,Joonas Korpisalo,korpijo01,O,3,34,31,91.20%,0,0,61.6
202402200FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,30,28,93.30%,0,0,61.6
202402240FLA,WSH,Charlie Lindgren,lindgch01,O,3,29,26,89.70%,0,0,63.27
202402240FLA,FLA,Anthony Stolarz,stolaan01,W,2,24,22,91.70%,0,0,63.68
202402270FLA,BUF,Ukko-Pekka Luukkonen,luukkuk01,L,3,37,34,91.90%,0,0,59.67
202402270FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,30,28,93.30%,0,0,59.63
202402290FLA,MTL,Sam Montembeault,montesa01,O,3,35,32,91.40%,0,0,64.92
202402290FLA,FLA,Anthony Stolarz,stolaan01,W,3,31,28,90.30%,0,0,65
202403070FLA,PHI,Samuel Ersson,erssosa01,W,1,30,29,96.70%,0,0,60
202403070FLA,FLA,Sergei Bobrovsky,bobrose01,L,2,26,24,92.30%,0,0,59.63
202403090FLA,CGY,Jacob Markström,marksja02,L,5,31,26,83.90%,0,0,60
202403090FLA,FLA,Anthony Stolarz,stolaan01,W,1,35,34,97.10%,0,0,60
202403160FLA,TBL,Andrei Vasilevskiy,vasilan02,W,3,50,47,94.00%,0,0,60
202403160FLA,FLA,Sergei Bobrovsky,bobrose01,L,4,15,11,73.30%,0,0,57.15
202403160FLA,FLA,Empty Net,,--,1,1,0,0.00%,0,0,0
202403210FLA,NSH,Kevin Lankinen,lankike01,W,0,33,33,100.00%,1,0,60
202403210FLA,FLA,Sergei Bobrovsky,bobrose01,L,3,37,34,91.90%,0,0,59.57
202403260FLA,BOS,Jeremy Swayman,swaymje01,W,3,21,18,85.70%,0,0,60
202403260FLA,FLA,Sergei Bobrovsky,bobrose01,L,4,21,17,81.00%,0,0,57.75
202403280FLA,NYI,Semyon Varlamov,varlasi01,W,2,28,26,92.90%,0,0,60
202403280FLA,FLA,Anthony Stolarz,stolaan01,L,3,24,21,87.50%,0,0,57.55
202403300FLA,DET,Alex Lyon,lyonal01,O,2,38,36,94.70%,0,0,65
202403300FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,22,20,90.90%,0,0,65
202404090FLA,OTT,Joonas Korpisalo,korpijo01,L,2,30,28,93.30%,0,0,58.78
202404090FLA,FLA,Anthony Stolarz,stolaan01,W,0,26,26,100.00%,1,0,59.97
202404110FLA,CBJ,Jet Greaves,greavje01,L,4,46,42,91.30%,0,0,60
202404110FLA,FLA,Sergei Bobrovsky,bobrose01,W,0,25,25,100.00%,1,0,60
202404130FLA,BUF,Ukko-Pekka Luukkonen,luukkuk01,O,3,42,39,92.90%,0,0,63.6
202404130FLA,FLA,Sergei Bobrovsky,bobrose01,W,2,29,27,93.10%,0,0,63.97
202404160FLA,TOR,Joseph Woll,wolljo01,L,4,41,37,90.20%,0,0,56.93
202404160FLA,TOR,Empty Net,,--,1,1,0,0.00%,0,0,0
202404160FLA,FLA,Anthony Stolarz,stolaan01,W,2,26,24,92.30%,0,0,60
202310110LAK,COL,Alexandar Georgiev,georgal01,W,2,36,34,94.40%,0,0,60
202310110LAK,LAK,Cam Talbot,talboca01,L,4,36,32,88.90%,0,0,59.65
202310110LAK,LAK,Empty Net,,--,1,1,0,0.00%,0,0,0
202310140LAK,CAR,Frederik Andersen,anderfr01,W,5,30,25,83.30%,0,0,65
202310140LAK,LAK,Pheonix Copley,copleph01,O,5,19,14,73.70%,0,0,64.4
202310210LAK,BOS,Jeremy Swayman,swaymje01,W,2,34,32,94.10%,0,0,60
202310210LAK,LAK,Cam Talbot,talboca01,L,4,25,21,84.00%,0,0,58.05
202310240LAK,ARI,Connor Ingram,ingraco01,--,3,9,6,66.70%,0,0,12.57
202310240LAK,ARI,Karel Vejmelka,vejmeka01,L,2,18,16,88.90%,0,0,45.42
202310240LAK,ARI,Empty Net,,--,1,1,0,0.00%,0,0,0
202310240LAK,LAK,Pheonix Copley,copleph01,W,3,27,24,88.90%,0,0,59.87
202310280LAK,VEG,Logan Thompson,thomplo01,W,3,40,37,92.50%,0,0,65
202310280LAK,LAK,Cam Talbot,talboca01,O,3,30,27,90.00%,0,0,63.92
202311090LAK,PIT,Magnus Hellberg,hellbma01,W,3,36,33,91.70%,0,0,63.75
202311090LAK,LAK,Pheonix Copley,copleph01,O,4,20,16,80.00%,0,0,63.75
202311110LAK,PHI,Calvin Petersen,peterca01,W,2,37,35,94.60%,0,0,60
202311110LAK,LAK,Cam Talbot,talboca01,L,4,26,22,84.60%,0,0,60
202311160LAK,FLA,Sergei Bobrovsky,bobrose01,L,2,27,25,92.60%,0,0,57.72
202311160LAK,LAK,Cam Talbot,talboca01,W,1,31,30,96.80%,0,0,59.67
202311180LAK,STL,Jordan Binnington,binnijo01,L,5,31,26,83.90%,0,0,59.87
202311180LAK,LAK,Cam Talbot,talboca01,W,1,30,29,96.70%,0,0,60
202311250LAK,MTL,Jake Allen,allenja01,L,4,30,26,86.70%,0,0,60
202311250LAK,LAK,Pheonix Copley,copleph01,W,0,18,18,100.00%,1,0,59.67
202311290LAK,WSH,Charlie Lindgren,lindgch01,W,1,39,38,97.40%,0,0,60
202311290LAK,LAK,Cam Talbot,talboca01,L,2,15,13,86.70%,0,0,57.28
202312030LAK,COL,Alexandar Georgiev,georgal01,L,3,37,34,91.90%,0,0,58.47
202312030LAK,COL,Empty Net,,--,1,1,0,0.00%,0,0,0
202312030LAK,LAK,Cam Talbot,talboca01,W,1,21,20,95.20%,0,0,60
202312130LAK,WPG,Connor Hellebuyck,helleco01,W,2,34,32,94.10%,0,0,60
202312130LAK,LAK,Cam Talbot,talboca01,L,4,28,24,85.70%,0,0,56.32
202312130LAK,LAK,Empty Net,,--,1,1,0,0.00%,0,0,0
202312200LAK,SEA,Joey Daccord,daccojo01,W,1,43,42,97.70%,0,0,59.83
202312200LAK,LAK,Cam Talbot,talboca01,L,2,30,28,93.30%,0,0,57.13
202312230LAK,CGY,Jacob Markström,marksja02,L,4,33,29,87.90%,0,0,58.93
202312230LAK,CGY,Empty Net,,--,1,1,0,0.00%,0,0,0
202312230LAK,LAK,Cam Talbot,talboca01,W,3,32,29,90.60%,0,0,60
202312270LAK,SJS,Kaapo Kähkönen,kahkoka01,L,5,43,38,88.40%,0,0,60
202312270LAK,LAK,David Rittich,rittida01,W,1,25,24,96.00%,0,0,60
202312300LAK,EDM,Stuart Skinner,skinnst01,W,2,28,26,92.90%,0,0,65
202312300LAK,LAK,Cam Talbot,talboca01,O,2,26,24,92.30%,0,0,64.68
202401020LAK,TOR,Martin Jones,jonesma02,W,0,31,31,100.00%,1,0,60
202401020LAK,LAK,Cam Talbot,talboca01,L,2,28,26,92.90%,0,0,57.68
202401020LAK,LAK,Empty Net,,--,1,1,0,0.00%,0,0,0
202401040LAK,DET,Alex Lyon,lyonal01,W,3,43,40,93.00%,0,0,65
202401040LAK,LAK,David Rittich,rittida01,O,3,27,24,88.90%,0,0,65
202401180LAK,NSH,Juuse Saros,sarosju01,W,1,34,33,97.10%,0,0,59.87
202401180LAK,LAK,David Rittich,rittida01,L,2,33,31,93.90%,0,0,57.55
202401200LAK,NYR,Jonathan Quick,quickjo01,L,2,26,24,92.30%,0,0,58.55
202401200LAK,LAK,David Rittich,rittida01,W,1,23,22,95.70%,0,0,59.95
202401220LAK,SJS,Kaapo Kähkönen,kahkoka01,W,3,47,44,93.60%,0,2,64.43
202401220LAK,LAK,David Rittich,rittida01,O,3,27,24,88.90%,0,0,64.52
202401240LAK,BUF,Devon Levi,levide01,W,3,40,37,92.50%,0,0,60
202401240LAK,LAK,Cam Talbot,talboca01,L,5,37,32,86.50%,0,0,57.4
202402100LAK,EDM,Stuart Skinner,skinnst01,L,3,25,22,88.00%,0,0,57.15
202402100LAK,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202402100LAK,LAK,David Rittich,rittida01,W,0,26,26,100.00%,1,0,60
202402200LAK,CBJ,Elvis Merzļikins,merzlel01,L,5,35,30,85.70%,0,0,60
202402200LAK,LAK,Cam Talbot,talboca01,W,1,33,32,97.00%,0,0,60
202402220LAK,NSH,Juuse Saros,sarosju01,W,1,28,27,96.40%,0,0,59.82
202402220LAK,LAK,David Rittich,rittida01,L,2,19,17,89.50%,0,0,58.12
202402220LAK,LAK,Empty Net,,--,2,2,0,0.00%,0,0,0
202402240LAK,ANA,John Gibson,gibsojo02,O,2,50,48,96.00%,0,0,65
202402240LAK,LAK,David Rittich,rittida01,W,2,24,22,91.70%,0,0,65
202403030LAK,NJD,Nico Daws,dawsni01,L,4,13,9,69.20%,0,0,32.95
202403030LAK,NJD,Akira Schmid,schmiak01,--,0,9,9,100.00%,0,0,23.3
202403030LAK,NJD,Empty Net,,--,1,1,0,0.00%,0,0,0
202403030LAK,LAK,Cam Talbot,talboca01,W,1,31,30,96.80%,0,0,60
202403050LAK,VAN,Thatcher Demko,demkoth01,W,1,24,23,95.80%,0,0,61.1
202403050LAK,LAK,Cam Talbot,talboca01,O,2,31,29,93.50%,0,0,61.6
202403070LAK,OTT,Joonas Korpisalo,korpijo01,O,4,35,31,88.60%,0,0,62
202403070LAK,LAK,Cam Talbot,talboca01,W,3,31,28,90.30%,0,0,61.42
202403090LAK,DAL,Scott Wedgewood,wedgesc01,W,1,25,24,96.00%,0,0,60
202403090LAK,LAK,Cam Talbot,talboca01,L,3,34,31,91.20%,0,0,58.7
202403090LAK,LAK,Empty Net,,--,1,1,0,0.00%,0,0,0
202403110LAK,NYI,Ilya Sorokin,sorokil01,L,2,24,22,91.70%,0,0,59.52
202403110LAK,NYI,Empty Net,,--,1,1,0,0.00%,0,0,0
202403110LAK,LAK,David Rittich,rittida01,W,0,26,26,100.00%,1,0,60
202403190LAK,CHI,Petr Mrázek,mrazepe01,L,6,24,18,75.00%,0,0,60
202403190LAK,LAK,Cam Talbot,talboca01,W,2,24,22,91.70%,0,0,60
202403200LAK,MIN,Marc-André Fleury,fleurma01,L,5,16,11,68.80%,0,0,26.93
202403200LAK,MIN,Filip Gustavsson,gustafi01,--,1,11,10,90.90%,0,0,31.87
202403200LAK,LAK,David Rittich,rittida01,W,0,31,31,100.00%,1,0,60
202403230LAK,TBL,Andrei Vasilevskiy,vasilan02,O,4,23,19,82.60%,0,0,58.38
202403230LAK,LAK,Cam Talbot,talboca01,W,3,24,21,87.50%,0,0,59.65
202404030LAK,SEA,Philipp Grubauer,grubaph01,L,5,27,22,81.50%,0,0,60
202404030LAK,LAK,Cam Talbot,talboca01,W,2,23,21,91.30%,0,0,60
202404060LAK,VAN,Casey DeSmith,desmica01,L,6,29,23,79.30%,0,0,60
202404060LAK,LAK,Cam Talbot,talboca01,W,3,42,39,92.90%,0,0,59.12
202404110LAK,CGY,Jacob Markström,marksja02,L,3,29,26,89.70%,0,0,59.82
202404110LAK,CGY,Empty Net,,--,1,1,0,0.00%,0,0,0
202404110LAK,LAK,Cam Talbot,talboca01,W,1,23,22,95.70%,0,0,59.48
202404130LAK,ANA,Lukáš Dostál,dostalu01,L,3,28,25,89.30%,0,0,57.88
202404130LAK,LAK,David Rittich,rittida01,W,1,29,28,96.60%,0,0,59.52
202404150LAK,MIN,Filip Gustavsson,gustafi01,W,1,24,23,95.80%,0,0,60
202404150LAK,LAK,Cam Talbot,talboca01,L,3,28,25,89.30%,0,0,57.73
202404180LAK,CHI,Arvid Söderblom,soderar01,O,5,35,30,85.70%,0,0,60.1
202404180LAK,LAK,Cam Talbot,talboca01,W,4,13,9,69.20%,0,2,59.13
202310120MIN,FLA,Sergei Bobrovsky,bobrose01,L,2,21,19,90.50%,0,0,57.3
202310120MIN,MIN,Filip Gustavsson,gustafi01,W,0,41,41,100.00%,1,0,60
202310190MIN,LAK,Cam Talbot,talboca01,W,3,32,29,90.60%,0,0,60
202310190MIN,MIN,Marc-André Fleury,fleurma01,L,5,25,20,80.00%,0,0,58.52
202310190MIN,MIN,Empty Net,,--,2,2,0,0.00%,0,0,0
202310210MIN,CBJ,Elvis Merzļikins,merzlel01,W,4,28,24,85.70%,0,0,63.03
202310210MIN,MIN,Filip Gustavsson,gustafi01,O,5,54,49,90.70%,0,0,63.03
202310240MIN,EDM,Jack Campbell,campbja01,L,6,31,25,80.60%,0,0,59.28
202310240MIN,EDM,Empty Net,,--,1,1,0,0.00%,0,0,0
202310240MIN,MIN,Filip Gustavsson,gustafi01,W,4,28,24,85.70%,0,0,60
202311020MIN,NJD,Vítek Vaněček,vanecvi01,W,3,25,22,88.00%,0,0,60
202311020MIN,MIN,Filip Gustavsson,gustafi01,L,5,38,33,86.80%,0,0,58.52
202311040MIN,NYR,Jonathan Quick,quickjo01,O,4,39,35,89.70%,0,2,65
202311040MIN,MIN,Filip Gustavsson,gustafi01,--,3,4,1,25.00%,0,0,6.88
202311040MIN,MIN,Marc-André Fleury,fleurma01,W,1,14,13,92.90%,0,0,57.32
202311120MIN,DAL,Jake Oettinger,oettija01,W,3,26,23,88.50%,0,0,60
202311120MIN,MIN,Marc-André Fleury,fleurma01,L,8,37,29,78.40%,0,2,60
202311190MIN,TOR,Joseph Woll,wolljo01,W,3,36,33,91.70%,0,0,63.15
202311190MIN,MIN,Marc-André Fleury,fleurma01,O,4,25,21,84.00%,0,0,63.15
202311240MIN,COL,Alexandar Georgiev,georgal01,W,2,21,19,90.50%,0,0,60
202311240MIN,MIN,Filip Gustavsson,gustafi01,L,3,25,22,88.00%,0,0,59.12
202311280MIN,STL,Jordan Binnington,binnijo01,L,3,37,34,91.90%,0,0,57.4
202311280MIN,MIN,Filip Gustavsson,gustafi01,W,1,24,23,95.80%,0,0,59.77
202312030MIN,CHI,Petr Mrázek,mrazepe01,L,4,34,30,88.20%,0,0,59.78
202312030MIN,MIN,Marc-André Fleury,fleurma01,W,1,29,28,96.60%,0,0,59.58
202312140MIN,CGY,Daniel Vladař,vladada01,O,2,32,30,93.80%,0,0,65
202312140MIN,MIN,Filip Gustavsson,gustafi01,W,2,37,35,94.60%,0,0,65
202312160MIN,VAN,Casey DeSmith,desmica01,O,1,31,30,96.80%,0,0,65
202312160MIN,MIN,Filip Gustavsson,gustafi01,W,1,36,35,97.20%,0,0,65
202312210MIN,MTL,Sam Montembeault,montesa01,O,4,24,20,83.30%,0,0,64.92
202312210MIN,MIN,Filip Gustavsson,gustafi01,W,3,25,22,88.00%,0,0,64.62
202312230MIN,BOS,Linus Ullmark,ullmali01,L,3,35,32,91.40%,0,0,58.27
202312230MIN,MIN,Marc-André Fleury,fleurma01,W,2,21,19,90.50%,0,0,59.57
202312270MIN,DET,James Reimer,reimeja01,L,6,31,25,80.60%,0,0,60
202312270MIN,MIN,Filip Gustavsson,gustafi01,W,3,28,25,89.30%,0,0,59.88
202312310MIN,WPG,Laurent Brossoit,brossla01,W,2,26,24,92.30%,0,0,59.67
202312310MIN,MIN,Marc-André Fleury,fleurma01,L,3,29,26,89.70%,0,0,58.18
202401020MIN,CGY,Jacob Markström,marksja02,W,1,29,28,96.60%,0,0,59.43
