GameID,Date,Player,PlayerID,Team,Location,Opp,Result,OT/SO,GA,SA,SV,SV%,PIM,TOI
202404010NYR,4/1/2024,Igor Shesterkin,shestig01,NYR,vs,PIT,L,,3,18,15,83.30%,0,58.62
202404030NYR,4/3/2024,Igor Shesterkin,shestig01,NYR,vs,NJD,W,,3,20,17,85.00%,0,60
202404070NYR,4/7/2024,Igor Shesterkin,shestig01,NYR,vs,MTL,W,,2,28,26,92.90%,0,60
202404090NYI,4/9/2024,Igor Shesterkin,shestig01,NYR,@,NYI,L,,3,27,24,88.90%,0,57.87
202404130NYR,4/13/2024,Igor Shesterkin,shestig01,NYR,vs,NYI,W,SO,2,36,34,94.40%,0,64.88
202404150NYR,4/15/2024,Igor Shesterkin,shestig01,NYR,vs,OTT,W,,0,25,25,100.00%,0,59.28
202403310VAN,3/31/2024,Arturs Silovs,silovar01,VAN,vs,ANA,W,,2,22,20,90.90%,0,60
202404030ARI,4/3/2024,Arturs Silovs,silovar01,VAN,@,ARI,W,,1,21,20,95.20%,0,60
202404080VAN,4/8/2024,Arturs Silovs,silovar01,VAN,vs,VEG,W,,3,23,20,87.00%,0,60
202404100VAN,4/10/2024,Arturs Silovs,silovar01,VAN,vs,ARI,L,OT,4,18,14,77.80%,0,63.22
202310110VAN,10/11/2023,Stuart Skinner,skinnst01,EDM,@,VAN,L,,4,16,12,75.00%,0,32.5
202310140EDM,10/14/2023,Stuart Skinner,skinnst01,EDM,vs,VAN,L,,4,16,12,75.00%,0,57.63
202310210EDM,10/21/2023,Stuart Skinner,skinnst01,EDM,vs,WPG,L,OT,3,27,24,88.90%,0,63.73
202310260EDM,10/26/2023,Stuart Skinner,skinnst01,EDM,vs,NYR,L,,3,32,29,90.60%,0,60
202310290EDM,10/29/2023,Stuart Skinner,skinnst01,EDM,vs,CGY,W,,2,26,24,92.30%,0,59.75
202311020EDM,11/2/2023,Stuart Skinner,skinnst01,EDM,vs,DAL,L,,4,27,23,85.20%,0,57.83
202311060VAN,11/6/2023,Stuart Skinner,skinnst01,EDM,@,VAN,L,,6,36,30,83.30%,0,60
202311090SJS,11/9/2023,Stuart Skinner,skinnst01,EDM,@,SJS,L,,3,18,15,83.30%,0,58.12
202311110SEA,11/11/2023,Stuart Skinner,skinnst01,EDM,@,SEA,W,,1,18,17,94.40%,0,60
202311130EDM,11/13/2023,Stuart Skinner,skinnst01,EDM,vs,NYI,W,,1,33,32,97.00%,0,60
202311150EDM,11/15/2023,Stuart Skinner,skinnst01,EDM,vs,SEA,W,OT,3,35,32,91.40%,0,61.75
202311180TBL,11/18/2023,Stuart Skinner,skinnst01,EDM,@,TBL,L,,5,23,18,78.30%,0,59
202311220CAR,11/22/2023,Stuart Skinner,skinnst01,EDM,@,CAR,L,,4,12,8,66.70%,0,14.8
202311240WSH,11/24/2023,Stuart Skinner,skinnst01,EDM,@,WSH,W,,0,25,25,100.00%,0,60
202311260EDM,11/26/2023,Stuart Skinner,skinnst01,EDM,vs,ANA,W,,2,23,21,91.30%,0,58.65
202311280EDM,11/28/2023,Stuart Skinner,skinnst01,EDM,vs,VEG,W,SO,4,27,23,85.20%,0,65
202311300WPG,11/30/2023,Stuart Skinner,skinnst01,EDM,@,WPG,W,,1,26,25,96.20%,0,59.9
202312060EDM,12/6/2023,Stuart Skinner,skinnst01,EDM,vs,CAR,W,,1,39,38,97.40%,0,60
202312080EDM,12/8/2023,Stuart Skinner,skinnst01,EDM,vs,MIN,W,,3,20,17,85.00%,0,60
202312120EDM,12/12/2023,Stuart Skinner,skinnst01,EDM,vs,CHI,W,,1,23,22,95.70%,0,60
202312140EDM,12/14/2023,Stuart Skinner,skinnst01,EDM,vs,TBL,L,,5,22,17,77.30%,0,55.85
202312190NYI,12/19/2023,Stuart Skinner,skinnst01,EDM,@,NYI,L,,3,21,18,85.70%,0,57.88
202312220NYR,12/22/2023,Stuart Skinner,skinnst01,EDM,@,NYR,W,,3,34,31,91.20%,0,59.6
202312280SJS,12/28/2023,Stuart Skinner,skinnst01,EDM,@,SJS,W,,0,25,25,100.00%,0,60
202312300LAK,12/30/2023,Stuart Skinner,skinnst01,EDM,@,LAK,W,SO,2,28,26,92.90%,0,65
202401020EDM,1/2/2024,Stuart Skinner,skinnst01,EDM,vs,PHI,W,,2,37,35,94.60%,0,59.12
202401060EDM,1/6/2024,Stuart Skinner,skinnst01,EDM,vs,OTT,W,,1,30,29,96.70%,0,60
202401090CHI,1/9/2024,Stuart Skinner,skinnst01,EDM,@,CHI,W,,1,26,25,96.20%,0,60
202401130MTL,1/13/2024,Stuart Skinner,skinnst01,EDM,@,MTL,W,OT,1,24,23,95.80%,0,61.53
202401160EDM,1/16/2024,Stuart Skinner,skinnst01,EDM,vs,TOR,W,,2,27,25,92.60%,0,59.7
202401180EDM,1/18/2024,Stuart Skinner,skinnst01,EDM,vs,SEA,W,,2,27,25,92.60%,0,60
202401200CGY,1/20/2024,Stuart Skinner,skinnst01,EDM,@,CGY,W,,1,27,26,96.30%,0,59.85
202401230EDM,1/23/2024,Stuart Skinner,skinnst01,EDM,vs,CBJ,W,,1,27,26,96.30%,0,60
202401270EDM,1/27/2024,Stuart Skinner,skinnst01,EDM,vs,NSH,W,,1,29,28,96.60%,0,60
202402060VEG,2/6/2024,Stuart Skinner,skinnst01,EDM,@,VEG,L,,2,25,23,92.00%,0,58.4
202402100LAK,2/10/2024,Stuart Skinner,skinnst01,EDM,@,LAK,L,,3,25,22,88.00%,0,57.15
202402130EDM,2/13/2024,Stuart Skinner,skinnst01,EDM,vs,DET,W,,4,38,34,89.50%,0,60
202402150STL,2/15/2024,Stuart Skinner,skinnst01,EDM,@,STL,L,,5,29,24,82.80%,0,59.63
202402190ARI,2/19/2024,Stuart Skinner,skinnst01,EDM,@,ARI,W,,3,25,22,88.00%,0,59.83
202402210EDM,2/21/2024,Stuart Skinner,skinnst01,EDM,vs,BOS,L,OT,6,36,30,83.30%,0,63.17
202402240EDM,2/24/2024,Stuart Skinner,skinnst01,EDM,vs,CGY,L,,5,30,25,83.30%,0,59.4
202402260EDM,2/26/2024,Stuart Skinner,skinnst01,EDM,vs,LAK,W,,2,40,38,95.00%,0,59.7
202402280EDM,2/28/2024,Stuart Skinner,skinnst01,EDM,vs,STL,W,OT,2,34,32,94.10%,0,64.57
202403020SEA,3/2/2024,Stuart Skinner,skinnst01,EDM,@,SEA,W,,1,25,24,96.00%,0,59.7
202403050BOS,3/5/2024,Stuart Skinner,skinnst01,EDM,@,BOS,W,OT,1,25,24,96.00%,0,61.4
202403090BUF,3/9/2024,Stuart Skinner,skinnst01,EDM,@,BUF,L,SO,2,27,25,92.60%,0,65
202403100PIT,3/10/2024,Stuart Skinner,skinnst01,EDM,@,PIT,W,,0,0,0,0.00%,0,1.27
202403130EDM,3/13/2024,Stuart Skinner,skinnst01,EDM,vs,WSH,W,,2,25,23,92.00%,0,59.8
202403160EDM,3/16/2024,Stuart Skinner,skinnst01,EDM,vs,COL,L,OT,3,43,40,93.00%,0,64.98
202403210EDM,3/21/2024,Stuart Skinner,skinnst01,EDM,vs,BUF,W,,3,29,26,89.70%,0,59.6
202403230TOR,3/23/2024,Stuart Skinner,skinnst01,EDM,@,TOR,L,,5,23,18,78.30%,0,39.67
202403260WPG,3/26/2024,Stuart Skinner,skinnst01,EDM,@,WPG,W,OT,3,25,22,88.00%,0,61.22
202403280EDM,3/28/2024,Stuart Skinner,skinnst01,EDM,vs,LAK,W,,1,32,31,96.90%,0,59.55
202404010STL,4/1/2024,Stuart Skinner,skinnst01,EDM,@,STL,L,OT,3,29,26,89.70%,0,62.15
202404050EDM,4/5/2024,Stuart Skinner,skinnst01,EDM,vs,COL,W,,2,24,22,91.70%,0,59.55
202404100EDM,4/10/2024,Stuart Skinner,skinnst01,EDM,vs,VEG,W,,1,18,17,94.40%,0,60
202404130EDM,4/13/2024,Stuart Skinner,skinnst01,EDM,vs,VAN,L,,2,26,24,92.30%,0,58.42
202404150EDM,4/15/2024,Stuart Skinner,skinnst01,EDM,vs,SJS,W,,2,21,19,90.50%,0,60
202404180COL,4/18/2024,Stuart Skinner,skinnst01,EDM,@,COL,L,,4,13,9,69.20%,0,20
202310110BOS,10/11/2023,Arvid Söderblom,soderar01,CHI,@,BOS,L,,2,32,30,93.80%,0,59.18
202310160TOR,10/16/2023,Arvid Söderblom,soderar01,CHI,@,TOR,W,,1,36,35,97.20%,0,60
202310210CHI,10/21/2023,Arvid Söderblom,soderar01,CHI,vs,VEG,L,,5,24,19,79.20%,0,60
202310300ARI,10/30/2023,Arvid Söderblom,soderar01,CHI,@,ARI,L,,7,22,15,68.20%,0,35.43
202311050CHI,11/5/2023,Arvid Söderblom,soderar01,CHI,vs,NJD,L,,3,40,37,92.50%,0,57.88
202311120FLA,11/12/2023,Arvid Söderblom,soderar01,CHI,@,FLA,L,,4,31,27,87.10%,0,57.93
202311180NSH,11/18/2023,Arvid Söderblom,soderar01,CHI,@,NSH,L,,3,30,27,90.00%,0,58.13
202311220CBJ,11/22/2023,Arvid Söderblom,soderar01,CHI,@,CBJ,L,,2,8,6,75.00%,0,27.67
202311240CHI,11/24/2023,Arvid Söderblom,soderar01,CHI,vs,TOR,W,OT,3,37,34,91.90%,0,64.5
202311260CHI,11/26/2023,Arvid Söderblom,soderar01,CHI,vs,STL,L,,4,28,24,85.70%,0,59.2
202312020WPG,12/2/2023,Arvid Söderblom,soderar01,CHI,@,WPG,L,,3,28,25,89.30%,0,58.22
202312050CHI,12/5/2023,Arvid Söderblom,soderar01,CHI,vs,NSH,L,SO,3,30,27,90.00%,0,65
202312100CHI,12/10/2023,Arvid Söderblom,soderar01,CHI,vs,WSH,L,,4,27,23,85.20%,0,58.53
202312140SEA,12/14/2023,Arvid Söderblom,soderar01,CHI,@,SEA,L,,7,24,17,70.80%,0,43.47
202312230STL,12/23/2023,Arvid Söderblom,soderar01,CHI,@,STL,L,,6,41,35,85.40%,0,59.37
202312310DAL,12/31/2023,Arvid Söderblom,soderar01,CHI,@,DAL,L,,2,10,8,80.00%,0,15.23
202401020NSH,1/2/2024,Arvid Söderblom,soderar01,CHI,@,NSH,L,,2,35,33,94.30%,0,59.18
202401050NJD,1/5/2024,Arvid Söderblom,soderar01,CHI,@,NJD,L,,3,31,28,90.30%,0,58.27
202401180BUF,1/18/2024,Arvid Söderblom,soderar01,CHI,@,BUF,L,,3,31,28,90.30%,0,60
202401240SEA,1/24/2024,Arvid Söderblom,soderar01,CHI,@,SEA,L,,6,28,22,78.60%,0,60
202402150CHI,2/15/2024,Arvid Söderblom,soderar01,CHI,vs,PIT,L,,3,26,23,88.50%,0,59.5
202402210CHI,2/21/2024,Arvid Söderblom,soderar01,CHI,vs,PHI,L,,3,33,30,90.90%,0,58.12
202403020CHI,3/2/2024,Arvid Söderblom,soderar01,CHI,vs,CBJ,L,,4,30,26,86.70%,0,59.72
202403050ARI,3/5/2024,Arvid Söderblom,soderar01,CHI,@,ARI,W,,2,39,37,94.90%,0,60
202403100CHI,3/10/2024,Arvid Söderblom,soderar01,CHI,vs,ARI,W,,4,36,32,88.90%,0,60
202403150CHI,3/15/2024,Arvid Söderblom,soderar01,CHI,vs,LAK,L,,4,14,10,71.40%,0,14.32
202403210ANA,3/21/2024,Arvid Söderblom,soderar01,CHI,@,ANA,L,,4,25,21,84.00%,0,60
202403300PHI,3/30/2024,Arvid Söderblom,soderar01,CHI,@,PHI,W,,1,31,30,96.80%,0,60
202404070CHI,4/7/2024,Arvid Söderblom,soderar01,CHI,vs,MIN,L,,4,37,33,89.20%,0,60
202404100STL,4/10/2024,Arvid Söderblom,soderar01,CHI,@,STL,L,,2,23,21,91.30%,0,55.38
202404120CHI,4/12/2024,Arvid Söderblom,soderar01,CHI,vs,NSH,L,,5,40,35,87.50%,0,60
202404180LAK,4/18/2024,Arvid Söderblom,soderar01,CHI,@,LAK,L,OT,5,35,30,85.70%,0,60.1
202401160OTT,1/16/2024,Mads Søgaard,sogaama01,OTT,vs,COL,L,,6,33,27,81.80%,0,59.08
202401210PHI,1/21/2024,Mads Søgaard,sogaama01,OTT,@,PHI,W,,3,25,22,88.00%,0,59.05
202401270OTT,1/27/2024,Mads Søgaard,sogaama01,OTT,vs,NYR,L,,2,11,9,81.80%,0,26.8
202401290OTT,1/29/2024,Mads Søgaard,sogaama01,OTT,vs,NSH,W,OT,3,11,8,72.70%,0,20
202403020PHI,3/2/2024,Mads Søgaard,sogaama01,OTT,@,PHI,L,,3,39,36,92.30%,0,57.85
202403060ANA,3/6/2024,Mads Søgaard,sogaama01,OTT,@,ANA,L,,2,16,14,87.50%,0,58.78
202310140NYI,10/14/2023,Ilya Sorokin,sorokil01,NYI,vs,BUF,W,,2,28,26,92.90%,0,59.85
202310170NYI,10/17/2023,Ilya Sorokin,sorokil01,NYI,vs,ARI,W,,0,14,14,100.00%,0,59.82
202310200NYI,10/20/2023,Ilya Sorokin,sorokil01,NYI,vs,NJD,L,OT,5,39,34,87.20%,0,61.78
202310240NYI,10/24/2023,Ilya Sorokin,sorokil01,NYI,vs,COL,L,,5,37,32,86.50%,0,58.78
202310260NYI,10/26/2023,Ilya Sorokin,sorokil01,NYI,vs,OTT,W,,2,47,45,95.70%,0,59.87
202310300NYI,10/30/2023,Ilya Sorokin,sorokil01,NYI,vs,DET,L,OT,4,36,32,88.90%,0,61.42
202311040NYI,11/4/2023,Ilya Sorokin,sorokil01,NYI,vs,CAR,L,OT,4,46,42,91.30%,0,61.23
202311090BOS,11/9/2023,Ilya Sorokin,sorokil01,NYI,@,BOS,L,,4,34,30,88.20%,0,58.85
202311130EDM,11/13/2023,Ilya Sorokin,sorokil01,NYI,@,EDM,L,,3,31,28,90.30%,0,59.8
202311150VAN,11/15/2023,Ilya Sorokin,sorokil01,NYI,@,VAN,L,OT,4,43,39,90.70%,0,62.6
202311180CGY,11/18/2023,Ilya Sorokin,sorokil01,NYI,@,CGY,W,SO,4,39,35,89.70%,0,65
202311220NYI,11/22/2023,Ilya Sorokin,sorokil01,NYI,vs,PHI,W,,2,36,34,94.40%,0,60
202311250NYI,11/25/2023,Ilya Sorokin,sorokil01,NYI,vs,PHI,L,SO,0,40,40,100.00%,0,64.1
202311280NJD,11/28/2023,Ilya Sorokin,sorokil01,NYI,@,NJD,L,,5,33,28,84.80%,0,59.62
202312020FLA,12/2/2023,Ilya Sorokin,sorokil01,NYI,@,FLA,W,,3,45,42,93.30%,0,60
202312050NYI,12/5/2023,Ilya Sorokin,sorokil01,NYI,vs,SJS,L,OT,5,37,32,86.50%,0,64.58
202312090NYI,12/9/2023,Ilya Sorokin,sorokil01,NYI,vs,LAK,W,OT,2,35,33,94.30%,0,60.22
202312110NYI,12/11/2023,Ilya Sorokin,sorokil01,NYI,vs,TOR,W,OT,3,40,37,92.50%,0,60.77
202312150NYI,12/15/2023,Ilya Sorokin,sorokil01,NYI,vs,BOS,L,SO,4,34,30,88.20%,0,65
202312190NYI,12/19/2023,Ilya Sorokin,sorokil01,NYI,vs,EDM,W,,1,31,30,96.80%,0,59.95
202312230CAR,12/23/2023,Ilya Sorokin,sorokil01,NYI,@,CAR,W,,4,40,36,90.00%,0,59.87
202312270NYI,12/27/2023,Ilya Sorokin,sorokil01,NYI,vs,PIT,L,,6,25,19,76.00%,0,40
202312290NYI,12/29/2023,Ilya Sorokin,sorokil01,NYI,vs,WSH,W,,1,27,26,96.30%,0,60
202312310PIT,12/31/2023,Ilya Sorokin,sorokil01,NYI,@,PIT,L,,2,37,35,94.60%,0,59.03
202401020COL,1/2/2024,Ilya Sorokin,sorokil01,NYI,@,COL,L,OT,4,27,23,85.20%,0,45.67
202401040ARI,1/4/2024,Ilya Sorokin,sorokil01,NYI,@,ARI,W,,1,27,26,96.30%,0,60
202401060VEG,1/6/2024,Ilya Sorokin,sorokil01,NYI,@,VEG,L,,5,30,25,83.30%,0,60
202401090NYI,1/9/2024,Ilya Sorokin,sorokil01,NYI,vs,VAN,L,,4,33,29,87.90%,0,59.83
202401110NYI,1/11/2024,Ilya Sorokin,sorokil01,NYI,vs,TOR,W,OT,3,35,32,91.40%,0,60.35
202401130NSH,1/13/2024,Ilya Sorokin,sorokil01,NYI,@,NSH,L,,2,27,25,92.60%,0,59.88
202401150MIN,1/15/2024,Ilya Sorokin,sorokil01,NYI,@,MIN,L,,3,32,29,90.60%,0,40
202401160WPG,1/16/2024,Ilya Sorokin,sorokil01,NYI,@,WPG,L,,3,43,40,93.00%,0,58.27
202401190CHI,1/19/2024,Ilya Sorokin,sorokil01,NYI,@,CHI,L,OT,4,24,20,83.30%,0,60.37
202401210NYI,1/21/2024,Ilya Sorokin,sorokil01,NYI,vs,DAL,W,OT,2,43,41,95.30%,0,60.68
202401230NYI,1/23/2024,Ilya Sorokin,sorokil01,NYI,vs,VEG,L,,3,27,24,88.90%,0,57.4
202402050TOR,2/5/2024,Ilya Sorokin,sorokil01,NYI,@,TOR,W,,2,36,34,94.40%,0,60
202402080NYI,2/8/2024,Ilya Sorokin,sorokil01,NYI,vs,TBL,W,,2,20,18,90.00%,0,60
202402130NYI,2/13/2024,Ilya Sorokin,sorokil01,NYI,vs,SEA,L,SO,1,30,29,96.70%,0,65
202402180NYI,2/18/2024,Ilya Sorokin,sorokil01,NYI,vs,NYR,L,OT,6,38,32,84.20%,0,60.17
202402200PIT,2/20/2024,Ilya Sorokin,sorokil01,NYI,@,PIT,W,OT,4,41,37,90.20%,0,60.95
202402240NYI,2/24/2024,Ilya Sorokin,sorokil01,NYI,vs,TBL,L,,3,20,17,85.00%,0,56.55
202402260DAL,2/26/2024,Ilya Sorokin,sorokil01,NYI,@,DAL,W,OT,2,32,30,93.80%,0,62.9
202402290DET,2/29/2024,Ilya Sorokin,sorokil01,NYI,@,DET,W,,3,25,22,88.00%,0,60
202403020NYI,3/2/2024,Ilya Sorokin,sorokil01,NYI,vs,BOS,W,,1,23,22,95.70%,0,60
202403050NYI,3/5/2024,Ilya Sorokin,sorokil01,NYI,vs,STL,W,,2,21,19,90.50%,0,60
202403070SJS,3/7/2024,Ilya Sorokin,sorokil01,NYI,@,SJS,W,,2,25,23,92.00%,0,60
202403110LAK,3/11/2024,Ilya Sorokin,sorokil01,NYI,@,LAK,L,,2,24,22,91.70%,0,59.52
202403140BUF,3/14/2024,Ilya Sorokin,sorokil01,NYI,@,BUF,L,,3,36,33,91.70%,0,57.87
202403170NYR,3/17/2024,Ilya Sorokin,sorokil01,NYI,@,NYR,L,,5,31,26,83.90%,0,59.68
202403190NYI,3/19/2024,Ilya Sorokin,sorokil01,NYI,vs,CAR,L,,3,33,30,90.90%,0,59.23
202403210DET,3/21/2024,Ilya Sorokin,sorokil01,NYI,@,DET,L,,5,23,18,78.30%,0,58.57
202403240NYI,3/24/2024,Ilya Sorokin,sorokil01,NYI,vs,NJD,L,,3,29,26,89.70%,0,57.5
202404020NYI,4/2/2024,Ilya Sorokin,sorokil01,NYI,vs,CHI,W,,1,19,18,94.70%,0,59.78
202404040CBJ,4/4/2024,Ilya Sorokin,sorokil01,NYI,@,CBJ,W,,2,27,25,92.60%,0,59.1
202404130NYR,4/13/2024,Ilya Sorokin,sorokil01,NYI,@,NYR,L,SO,2,43,41,95.30%,0,64.7
202404170NYI,4/17/2024,Ilya Sorokin,sorokil01,NYI,vs,PIT,W,,4,44,40,90.90%,0,59.88
202310240FLA,10/24/2023,Anthony Stolarz,stolaan01,FLA,vs,SJS,W,,1,28,27,96.40%,0,59.48
202311040CHI,11/4/2023,Anthony Stolarz,stolaan01,FLA,@,CHI,L,,4,24,20,83.30%,2,57.07
202311140SJS,11/14/2023,Anthony Stolarz,stolaan01,FLA,@,SJS,W,,3,22,19,86.40%,0,60
202311170ANA,11/17/2023,Anthony Stolarz,stolaan01,FLA,@,ANA,W,,1,35,34,97.10%,0,59.83
202311280TOR,11/28/2023,Anthony Stolarz,stolaan01,FLA,@,TOR,L,SO,1,32,31,96.90%,0,65
202312020FLA,12/2/2023,Anthony Stolarz,stolaan01,FLA,vs,NYI,L,,4,27,23,85.20%,0,57.2
202312100CBJ,12/10/2023,Anthony Stolarz,stolaan01,FLA,@,CBJ,W,,2,19,17,89.50%,0,59.95
202312140VAN,12/14/2023,Anthony Stolarz,stolaan01,FLA,@,VAN,L,,0,1,1,100.00%,0,20
202312180CGY,12/18/2023,Anthony Stolarz,stolaan01,FLA,@,CGY,L,,2,24,22,91.70%,0,57.4
202312300FLA,12/30/2023,Anthony Stolarz,stolaan01,FLA,vs,MTL,W,,1,19,18,94.70%,0,59.63
202401090STL,1/9/2024,Anthony Stolarz,stolaan01,FLA,@,STL,W,,1,30,29,96.70%,0,60
202401150FLA,1/15/2024,Anthony Stolarz,stolaan01,FLA,vs,ANA,L,OT,5,26,21,80.80%,0,60.8
202401190FLA,1/19/2024,Anthony Stolarz,stolaan01,FLA,vs,MIN,L,,1,10,9,90.00%,0,27.35
202401220NSH,1/22/2024,Anthony Stolarz,stolaan01,FLA,@,NSH,W,,1,27,26,96.30%,0,59.27
202401270NYI,1/27/2024,Anthony Stolarz,stolaan01,FLA,@,NYI,W,OT,2,23,21,91.30%,0,61.95
202402060FLA,2/6/2024,Anthony Stolarz,stolaan01,FLA,vs,PHI,L,,2,25,23,92.00%,0,57.17
202402150BUF,2/15/2024,Anthony Stolarz,stolaan01,FLA,@,BUF,W,,0,45,45,100.00%,0,59.92
202402240FLA,2/24/2024,Anthony Stolarz,stolaan01,FLA,vs,WSH,W,OT,2,24,22,91.70%,0,63.68
202402290FLA,2/29/2024,Anthony Stolarz,stolaan01,FLA,vs,MTL,W,SO,3,31,28,90.30%,0,65
202403050NJD,3/5/2024,Anthony Stolarz,stolaan01,FLA,@,NJD,W,,3,24,21,87.50%,0,60
202403090FLA,3/9/2024,Anthony Stolarz,stolaan01,FLA,vs,CGY,W,,1,35,34,97.10%,0,60
202403240PHI,3/24/2024,Anthony Stolarz,stolaan01,FLA,@,PHI,W,,1,33,32,97.00%,0,60
202403280FLA,3/28/2024,Anthony Stolarz,stolaan01,FLA,vs,NYI,L,,3,24,21,87.50%,0,57.55
202404010TOR,4/1/2024,Anthony Stolarz,stolaan01,FLA,@,TOR,L,,0,6,6,100.00%,0,18.23
202404020MTL,4/2/2024,Anthony Stolarz,stolaan01,FLA,@,MTL,L,,5,38,33,86.80%,0,60
202404090FLA,4/9/2024,Anthony Stolarz,stolaan01,FLA,vs,OTT,W,,0,26,26,100.00%,0,59.97
202404160FLA,4/16/2024,Anthony Stolarz,stolaan01,FLA,vs,TOR,W,,2,26,24,92.30%,0,60
202404070CAR,4/7/2024,Malcolm Subban,subbama01,CBJ,@,CAR,L,,3,35,32,91.40%,0,60
202310140BOS,10/14/2023,Jeremy Swayman,swaymje01,BOS,vs,NSH,W,,2,36,34,94.40%,0,59.02
202310210LAK,10/21/2023,Jeremy Swayman,swaymje01,BOS,@,LAK,W,,2,34,32,94.10%,0,60
202310240CHI,10/24/2023,Jeremy Swayman,swaymje01,BOS,@,CHI,W,,0,23,23,100.00%,0,59.82
202310280BOS,10/28/2023,Jeremy Swayman,swaymje01,BOS,vs,DET,W,,1,24,23,95.80%,0,60
202311020BOS,11/2/2023,Jeremy Swayman,swaymje01,BOS,vs,TOR,W,SO,2,35,33,94.30%,0,65
202311060DAL,11/6/2023,Jeremy Swayman,swaymje01,BOS,@,DAL,W,,2,37,35,94.60%,0,59.52
202311110MTL,11/11/2023,Jeremy Swayman,swaymje01,BOS,@,MTL,L,OT,3,27,24,88.90%,0,62.22
202311180BOS,11/18/2023,Jeremy Swayman,swaymje01,BOS,vs,MTL,W,,2,22,20,90.90%,0,60
202311200TBL,11/20/2023,Jeremy Swayman,swaymje01,BOS,@,TBL,L,OT,5,47,42,89.40%,0,61.17
202311240BOS,11/24/2023,Jeremy Swayman,swaymje01,BOS,vs,DET,L,,4,27,23,85.20%,0,57.27
202311270CBJ,11/27/2023,Jeremy Swayman,swaymje01,BOS,@,CBJ,L,,2,19,17,89.50%,0,26.23
202311300BOS,11/30/2023,Jeremy Swayman,swaymje01,BOS,vs,SJS,W,,0,26,26,100.00%,0,59.57
202312030BOS,12/3/2023,Jeremy Swayman,swaymje01,BOS,vs,CBJ,W,,1,25,24,96.00%,0,60
202312130NJD,12/13/2023,Jeremy Swayman,swaymje01,BOS,@,NJD,L,OT,2,35,33,94.30%,0,62.78
202312160BOS,12/16/2023,Jeremy Swayman,swaymje01,BOS,vs,NYR,L,OT,2,34,32,94.10%,0,62.05
202312220WPG,12/22/2023,Jeremy Swayman,swaymje01,BOS,@,WPG,L,,5,33,28,84.80%,0,60
202312270BUF,12/27/2023,Jeremy Swayman,swaymje01,BOS,@,BUF,W,,1,26,25,96.20%,0,60
202312310DET,12/31/2023,Jeremy Swayman,swaymje01,BOS,@,DET,W,,3,30,27,90.00%,0,60
202401040BOS,1/4/2024,Jeremy Swayman,swaymje01,BOS,vs,PIT,L,,6,35,29,82.90%,0,57.32
202401080COL,1/8/2024,Jeremy Swayman,swaymje01,BOS,@,COL,L,SO,3,36,33,91.70%,0,65
202401090ARI,1/9/2024,Jeremy Swayman,swaymje01,BOS,@,ARI,L,OT,1,1,0,0.00%,0,1.4
202401110VEG,1/11/2024,Jeremy Swayman,swaymje01,BOS,@,VEG,L,OT,2,25,23,92.00%,0,60.77
202401130STL,1/13/2024,Jeremy Swayman,swaymje01,BOS,@,STL,W,OT,3,23,20,87.00%,0,61.17
202401150BOS,1/15/2024,Jeremy Swayman,swaymje01,BOS,vs,NJD,W,,0,31,31,100.00%,0,59.88
202401180BOS,1/18/2024,Jeremy Swayman,swaymje01,BOS,vs,COL,W,,2,32,30,93.80%,0,59.97
202401220BOS,1/22/2024,Jeremy Swayman,swaymje01,BOS,vs,WPG,W,,1,21,20,95.20%,0,59.93
202401250OTT,1/25/2024,Jeremy Swayman,swaymje01,BOS,@,OTT,W,OT,2,37,35,94.60%,0,61.68
202402060BOS,2/6/2024,Jeremy Swayman,swaymje01,BOS,vs,CGY,L,,4,29,25,86.20%,0,59.65
202402100BOS,2/10/2024,Jeremy Swayman,swaymje01,BOS,vs,WSH,L,,2,28,26,92.90%,0,57.42
202402150BOS,2/15/2024,Jeremy Swayman,swaymje01,BOS,vs,SEA,L,,3,25,22,88.00%,0,57.63
202402190BOS,2/19/2024,Jeremy Swayman,swaymje01,BOS,vs,DAL,W,SO,3,46,43,93.50%,0,64.58
202402210EDM,2/21/2024,Jeremy Swayman,swaymje01,BOS,@,EDM,W,OT,5,42,37,88.10%,0,63.17
202402240VAN,2/24/2024,Jeremy Swayman,swaymje01,BOS,@,VAN,L,OT,3,39,36,92.30%,0,61.57
202402290BOS,2/29/2024,Jeremy Swayman,swaymje01,BOS,vs,VEG,W,,4,36,32,88.90%,0,60
202403040TOR,3/4/2024,Jeremy Swayman,swaymje01,BOS,@,TOR,W,,1,33,32,97.00%,0,60
202403070BOS,3/7/2024,Jeremy Swayman,swaymje01,BOS,vs,TOR,W,,1,29,28,96.60%,0,60
202403110BOS,3/11/2024,Jeremy Swayman,swaymje01,BOS,vs,STL,L,,4,21,17,81.00%,0,59.3
202403160BOS,3/16/2024,Jeremy Swayman,swaymje01,BOS,vs,PHI,W,,5,29,24,82.80%,0,59.82
202403210BOS,3/21/2024,Jeremy Swayman,swaymje01,BOS,vs,NYR,L,,3,29,26,89.70%,0,58.48
202403260FLA,3/26/2024,Jeremy Swayman,swaymje01,BOS,@,FLA,W,,3,21,18,85.70%,0,60
202403300WSH,3/30/2024,Jeremy Swayman,swaymje01,BOS,@,WSH,W,SO,2,20,18,90.00%,0,65
202404040CAR,4/4/2024,Jeremy Swayman,swaymje01,BOS,@,CAR,W,,1,29,28,96.60%,0,59.8
