Gm,GameID,Date,Team,Location,Opp,G,GA,Result,OT/SO,SOG,PIM,SOGA,PIMA,CF at EV,CA at EV,CF% at EV,FF at EV,FA at EV,FF% at EV,FOW at EV,FOL at EV
13,202311110COL,11/11/2023,STL,@,COL,8,2,W,,42,6,38,8,43,57,43,34,40,45.9,22,29
14,202311140STL,11/14/2023,STL,vs,TBL,5,0,W,,29,4,30,0,47,65,42,35,41,46.1,26,22
15,202311160SJS,11/16/2023,STL,@,SJS,1,5,L,,45,2,35,8,64,47,57.7,42,40,51.2,25,29
16,202311180LAK,11/18/2023,STL,@,LAK,1,5,L,,30,4,31,6,52,56,48.1,34,42,44.7,22,14
17,202311190ANA,11/19/2023,STL,@,ANA,3,1,W,,32,4,31,12,42,43,49.4,36,30,54.5,23,15
18,202311220ARI,11/22/2023,STL,@,ARI,6,5,W,,31,6,25,18,51,61,45.5,37,47,44,30,21
19,202311240STL,11/24/2023,STL,vs,NSH,3,8,L,,39,15,35,13,53,36,59.6,37,31,54.4,24,12
20,202311260CHI,11/26/2023,STL,@,CHI,4,2,W,,28,4,33,4,39,58,40.2,35,37,48.6,19,25
21,202311280MIN,11/28/2023,STL,@,MIN,1,3,L,,24,2,37,8,53,57,48.2,34,45,43,29,20
22,202311300STL,11/30/2023,STL,vs,BUF,6,4,W,,20,6,46,4,38,70,35.2,33,59,35.9,24,23
23,202312020ARI,12/02/2023,STL,@,ARI,1,4,L,,32,6,22,8,66,39,62.9,47,33,58.8,22,35
24,202312040VEG,12/04/2023,STL,@,VEG,2,1,W,OT,27,6,34,2,63,62,50.4,39,47,45.3,25,23
25,202312060STL,12/06/2023,STL,vs,VEG,3,6,L,,29,16,49,6,42,52,44.7,27,43,38.6,20,22
26,202312080CBJ,12/08/2023,STL,@,CBJ,2,5,L,,43,6,22,8,61,35,63.5,50,28,64.1,18,30
27,202312090CHI,12/09/2023,STL,@,CHI,1,3,L,,39,11,24,11,70,39,64.2,53,30,63.9,19,25
28,202312120STL,12/12/2023,STL,vs,DET,4,6,L,,37,10,32,6,51,29,63.8,37,23,61.7,22,27
29,202312140STL,12/14/2023,STL,vs,OTT,4,2,W,,30,9,34,11,45,53,45.9,37,40,48.1,18,21
30,202312160STL,12/16/2023,STL,vs,DAL,4,3,W,OT,34,6,23,2,56,49,53.3,43,35,55.1,24,33
31,202312190TBL,12/19/2023,STL,@,TBL,1,6,L,,29,13,33,23,48,41,53.9,33,30,52.4,11,19
32,202312210FLA,12/21/2023,STL,@,FLA,4,1,W,,24,2,38,2,34,70,32.7,31,54,36.5,14,35
33,202312230STL,12/23/2023,STL,vs,CHI,7,5,W,,42,4,20,8,54,40,57.4,43,29,59.7,26,20
34,202312270STL,12/27/2023,STL,vs,DAL,2,1,W,,30,4,40,8,34,71,32.4,25,54,31.6,29,24
35,202312290STL,12/29/2023,STL,vs,COL,1,2,L,,29,4,23,8,43,33,56.6,35,25,58.3,17,15
36,202312300PIT,12/30/2023,STL,@,PIT,2,4,L,,27,6,30,6,53,47,53,35,31,53,16,32
37,202401040STL,01/04/2024,STL,vs,VAN,2,1,W,,32,2,26,4,51,55,48.1,41,44,48.2,27,15
38,202401060CAR,01/06/2024,STL,@,CAR,2,1,W,SO,22,2,30,2,42,73,36.5,29,49,37.2,21,28
39,202401090STL,01/09/2024,STL,vs,FLA,1,5,L,,30,10,31,12,45,31,59.2,33,25,56.9,22,20
40,202401110STL,01/11/2024,STL,vs,NYR,5,2,W,,20,6,43,8,33,65,33.7,21,44,32.3,16,16
41,202401130STL,01/13/2024,STL,vs,BOS,3,4,L,OT,23,8,35,6,32,63,33.7,24,48,33.3,22,20
42,202401150STL,01/15/2024,STL,vs,PHI,2,4,L,,30,4,42,6,54,71,43.2,36,53,40.4,19,27
43,202401180WSH,01/18/2024,STL,@,WSH,2,5,L,,20,8,26,10,34,35,49.3,20,21,48.8,17,18
44,202401200STL,01/20/2024,STL,vs,WSH,3,0,W,,29,22,18,20,47,28,62.7,31,20,60.8,16,24
45,202401230CGY,01/23/2024,STL,@,CGY,4,3,W,,26,6,35,2,45,55,45,30,39,43.5,25,23
46,202401240VAN,01/24/2024,STL,@,VAN,4,3,W,OT,18,6,32,6,39,62,38.6,24,43,35.8,21,20
47,202401260SEA,01/26/2024,STL,@,SEA,4,3,W,OT,18,4,36,4,34,68,33.3,28,51,35.4,24,22
48,202401280STL,01/28/2024,STL,vs,LAK,4,3,W,OT,32,2,33,12,33,48,40.7,23,39,37.1,20,17
49,202401300STL,01/30/2024,STL,vs,CBJ,0,1,L,,21,9,22,11,50,48,51,32,33,49.2,20,21
50,202402100BUF,02/10/2024,STL,@,BUF,3,1,W,,26,8,34,6,44,58,43.1,32,42,43.2,22,30
51,202402110MTL,02/11/2024,STL,@,MTL,7,2,W,,36,38,32,29,37,48,43.5,31,36,46.3,17,18
52,202402130TOR,02/13/2024,STL,@,TOR,1,4,L,,15,4,32,4,38,53,41.8,24,43,35.8,17,24
53,202402150STL,02/15/2024,STL,vs,EDM,6,3,W,,30,11,38,21,40,53,43,29,39,42.6,26,20
54,202402170STL,02/17/2024,STL,vs,NSH,2,5,L,,37,8,33,8,53,48,52.5,39,38,50.6,15,25
55,202402190STL,02/19/2024,STL,vs,TOR,2,4,L,,21,4,29,4,54,40,57.4,28,33,45.9,26,26
56,202402220STL,02/22/2024,STL,vs,NYI,4,0,W,,25,12,38,12,31,29,51.7,24,25,49,12,24
57,202402240DET,02/24/2024,STL,@,DET,1,6,L,,23,6,34,4,33,55,37.5,29,44,39.7,20,24
58,202402270WPG,02/27/2024,STL,@,WPG,2,4,L,,38,11,32,13,62,55,53,48,41,53.9,34,18
59,202402280EDM,02/28/2024,STL,@,EDM,2,3,L,OT,34,4,36,6,49,69,41.5,41,46,47.1,23,29
60,202403020STL,03/02/2024,STL,vs,MIN,3,1,W,,27,4,22,14,29,57,33.7,22,38,36.7,12,19
61,202403040PHI,03/04/2024,STL,@,PHI,2,1,W,SO,25,4,42,6,54,60,47.4,28,46,37.8,23,24
62,202403050NYI,03/05/2024,STL,@,NYI,2,4,L,,21,0,33,2,37,66,35.9,24,49,32.9,13,26
63,202403070NJD,03/07/2024,STL,@,NJD,1,4,L,,24,4,33,6,42,54,43.8,31,41,43.1,27,25
64,202403090NYR,03/09/2024,STL,@,NYR,0,4,L,,26,12,39,4,40,59,40.4,30,45,40,19,19
65,202403110BOS,03/11/2024,STL,@,BOS,5,1,W,,22,6,37,6,33,55,37.5,26,46,36.1,21,14
66,202403130STL,03/13/2024,STL,vs,LAK,3,1,W,,30,4,41,4,48,68,41.4,40,51,44,26,31
67,202403160STL,03/16/2024,STL,vs,MIN,3,2,W,SO,37,9,24,13,67,61,52.3,50,30,62.5,35,19
68,202403170STL,03/17/2024,STL,vs,ANA,4,2,W,,27,4,28,12,43,47,47.8,29,34,46,29,13
69,202403190STL,03/19/2024,STL,vs,COL,3,4,L,,33,6,35,6,58,56,50.9,45,43,51.1,25,26
70,202403210OTT,03/21/2024,STL,@,OTT,5,2,W,,27,6,39,4,33,59,35.9,26,45,36.6,18,22
71,202403230MIN,03/23/2024,STL,@,MIN,5,4,W,OT,27,4,34,4,47,59,44.3,37,49,43,32,26
72,202403250STL,03/25/2024,STL,vs,VEG,1,2,L,OT,32,9,34,9,47,54,46.5,33,38,46.5,24,22
73,202403280STL,03/28/2024,STL,vs,CGY,5,3,W,,19,11,28,11,36,52,40.9,27,37,42.2,32,19
74,202403300STL,03/30/2024,STL,vs,SJS,0,4,L,,35,6,20,4,78,31,71.6,56,23,70.9,32,20
75,202404010STL,04/01/2024,STL,vs,EDM,3,2,W,OT,29,11,38,15,33,56,37.1,28,42,40,24,22
76,202404040NSH,04/04/2024,STL,@,NSH,3,6,L,,47,10,31,16,60,42,58.8,50,30,62.5,21,22
77,202404060SJS,04/06/2024,STL,@,SJS,2,3,L,OT,36,30,25,42,43,24,64.2,37,19,66.1,19,18
78,202404070ANA,04/07/2024,STL,@,ANA,6,5,W,SO,31,6,38,8,43,57,43,31,47,39.7,26,23
79,202404100STL,04/10/2024,STL,vs,CHI,5,2,W,,26,8,20,10,52,35,59.8,36,25,59,19,18
80,202404120STL,04/12/2024,STL,vs,CAR,2,5,L,,31,6,42,6,48,69,41,34,51,40,25,25
81,202404140STL,04/14/2024,STL,vs,SEA,4,1,W,,28,6,20,2,50,49,50.5,36,33,52.2,24,15
82,202404170DAL,04/17/2024,STL,@,DAL,1,2,L,SO,26,6,37,2,42,63,40,32,49,39.5,18,22
1,202310100TBL,10/10/2023,TBL,vs,NSH,5,3,W,,34,8,31,10,45,47,48.9,36,33,52.2,25,19
2,202310140DET,10/14/2023,TBL,@,DET,4,6,L,,25,4,42,6,61,60,50.4,38,50,43.2,23,22
3,202310150OTT,10/15/2023,TBL,@,OTT,2,5,L,,24,8,38,6,44,53,45.4,29,39,42.6,33,21
4,202310170BUF,10/17/2023,TBL,@,BUF,2,3,L,OT,25,11,31,13,47,48,49.5,36,39,48,22,22
5,202310190TBL,10/19/2023,TBL,vs,VAN,4,3,W,,36,7,29,11,41,55,42.7,29,32,47.5,24,29
6,202310210TBL,10/21/2023,TBL,vs,TOR,3,4,L,OT,31,4,52,8,53,72,42.4,37,59,38.5,32,22
7,202310240TBL,10/24/2023,TBL,vs,CAR,3,0,W,,23,17,32,37,32,51,38.6,25,36,41,16,21
8,202310260TBL,10/26/2023,TBL,vs,SJS,6,0,W,,31,6,23,10,62,34,64.6,43,26,62.3,14,26
9,202310300TBL,10/30/2023,TBL,vs,SEA,3,4,L,OT,37,6,43,4,61,67,47.7,43,55,43.9,24,18
10,202311020CBJ,11/02/2023,TBL,@,CBJ,2,4,L,,29,10,28,8,54,49,52.4,31,34,47.7,26,24
11,202311040OTT,11/04/2023,TBL,@,OTT,6,4,W,,38,13,28,11,59,40,59.6,43,31,58.1,32,21
12,202311060TOR,11/06/2023,TBL,@,TOR,5,6,L,OT,31,6,34,6,44,47,48.4,30,38,44.1,29,23
13,202311070MTL,11/07/2023,TBL,@,MTL,5,3,W,,32,21,26,19,39,40,49.4,29,29,50,19,19
14,202311090TBL,11/09/2023,TBL,vs,CHI,3,5,L,,33,22,29,8,51,29,63.8,35,25,58.3,33,19
15,202311110TBL,11/11/2023,TBL,vs,CAR,0,4,L,,22,11,32,11,41,50,45.1,26,40,39.4,26,22
16,202311140STL,11/14/2023,TBL,@,STL,0,5,L,,30,0,29,4,68,47,59.1,41,35,53.9,22,26
17,202311160CHI,11/16/2023,TBL,@,CHI,4,2,W,,32,11,14,13,59,29,67,46,16,74.2,22,29
18,202311180TBL,11/18/2023,TBL,vs,EDM,6,4,W,,24,17,42,15,40,59,40.4,28,46,37.8,29,20
19,202311200TBL,11/20/2023,TBL,vs,BOS,5,4,W,OT,47,6,27,14,61,42,59.2,43,32,57.3,26,20
20,202311220TBL,11/22/2023,TBL,vs,WPG,2,3,L,OT,33,4,32,2,69,45,60.5,46,36,56.1,20,18
21,202311240CAR,11/24/2023,TBL,@,CAR,8,2,W,,14,34,24,22,25,51,32.9,18,34,34.6,15,24
22,202311270COL,11/27/2023,TBL,@,COL,1,4,L,,39,40,23,26,56,40,58.3,39,31,55.7,23,24
23,202311280ARI,11/28/2023,TBL,@,ARI,1,3,L,,31,9,27,9,67,40,62.6,43,31,58.1,19,17
24,202311300TBL,11/30/2023,TBL,vs,PIT,2,4,L,,41,2,29,4,74,57,56.5,57,40,58.8,16,25
25,202312020DAL,12/02/2023,TBL,@,DAL,1,8,L,,33,4,34,12,42,43,49.4,35,37,48.6,25,21
26,202312040TBL,12/04/2023,TBL,vs,DAL,4,0,W,,23,4,25,4,46,61,43,33,38,46.5,20,28
27,202312060TBL,12/06/2023,TBL,vs,PIT,3,1,W,,27,8,25,8,36,53,40.4,30,31,49.2,16,23
28,202312070NSH,12/07/2023,TBL,@,NSH,1,5,L,,33,23,30,13,48,50,49,35,36,49.3,22,19
29,202312090SEA,12/09/2023,TBL,@,SEA,4,3,W,OT,30,12,29,6,39,49,44.3,29,35,45.3,23,18
30,202312120VAN,12/12/2023,TBL,@,VAN,1,4,L,,29,4,22,6,52,40,56.5,35,30,53.8,22,20
31,202312140EDM,12/14/2023,TBL,@,EDM,7,4,W,,24,8,57,4,42,66,38.9,24,50,32.4,25,26
32,202312160CGY,12/16/2023,TBL,@,CGY,2,4,L,,33,9,26,9,61,54,53,43,35,55.1,34,18
33,202312190TBL,12/19/2023,TBL,vs,STL,6,1,W,,33,23,29,13,47,47,50,30,33,47.6,19,11
34,202312210TBL,12/21/2023,TBL,vs,VEG,5,4,W,,36,18,34,18,60,50,54.5,38,37,50.7,21,24
35,202312230WSH,12/23/2023,TBL,@,WSH,2,1,W,SO,20,2,34,4,53,59,47.3,36,39,48,26,14
36,202312270TBL,12/27/2023,TBL,vs,FLA,2,3,L,,29,12,31,12,45,48,48.4,35,34,50.7,19,22
37,202312300TBL,12/30/2023,TBL,vs,NYR,1,5,L,,35,8,21,10,68,37,64.8,46,30,60.5,26,24
38,202312310TBL,12/31/2023,TBL,vs,MTL,4,3,W,,20,19,29,13,48,59,44.9,30,43,41.1,16,30
39,202401020WPG,01/02/2024,TBL,@,WPG,2,4,L,,34,6,28,6,59,45,56.7,42,34,55.3,20,16
40,202401040MIN,01/04/2024,TBL,@,MIN,4,1,W,,30,7,23,11,46,41,52.9,38,28,57.6,18,25
41,202401060BOS,01/06/2024,TBL,@,BOS,3,7,L,,26,8,26,8,43,27,61.4,32,19,62.7,17,19
42,202401090TBL,01/09/2024,TBL,vs,LAK,3,2,W,OT,29,4,22,6,64,40,61.5,40,30,57.1,20,19
43,202401110TBL,01/11/2024,TBL,vs,NJD,4,3,W,OT,20,6,30,10,32,55,36.8,21,40,34.4,19,18
44,202401130TBL,01/13/2024,TBL,vs,ANA,5,1,W,,41,20,20,10,61,36,62.9,48,25,65.8,21,21
45,202401180TBL,01/18/2024,TBL,vs,MIN,7,3,W,,38,8,33,10,54,56,49.1,41,40,50.6,29,13
46,202401200BUF,01/20/2024,TBL,@,BUF,3,1,W,,16,4,27,6,36,51,41.4,25,38,39.7,24,18
47,202401210DET,01/21/2024,TBL,@,DET,1,2,L,,28,4,35,6,39,43,47.6,30,30,50,29,21
48,202401230PHI,01/23/2024,TBL,@,PHI,6,3,W,,21,6,32,8,47,61,43.5,26,47,35.6,19,26
49,202401250TBL,01/25/2024,TBL,vs,ARI,6,3,W,,37,12,20,26,47,38,55.3,33,25,56.9,19,17
50,202401270TBL,01/27/2024,TBL,vs,NJD,6,3,W,,42,2,24,6,64,41,61,51,33,60.7,24,24
51,202402070NYR,02/07/2024,TBL,@,NYR,1,3,L,,18,4,24,2,55,42,56.7,33,35,48.5,17,14
52,202402080NYI,02/08/2024,TBL,@,NYI,2,6,L,,20,8,24,4,45,30,60,26,21,55.3,21,14
53,202402100CBJ,02/10/2024,TBL,@,CBJ,4,2,W,,37,15,35,15,55,56,49.5,41,42,49.4,26,18
54,202402130BOS,02/13/2024,TBL,@,BOS,3,2,W,SO,25,12,38,6,39,59,39.8,29,44,39.7,21,21
55,202402150TBL,02/15/2024,TBL,vs,COL,6,3,W,,39,6,31,4,58,46,55.8,41,34,54.7,34,26
56,202402170TBL,02/17/2024,TBL,vs,FLA,2,9,L,,30,90,30,90,56,39,58.9,40,29,58,18,23
57,202402190TBL,02/19/2024,TBL,vs,OTT,2,4,L,,25,9,28,7,70,59,54.3,41,38,51.9,33,31
58,202402220TBL,02/22/2024,TBL,vs,WSH,3,5,L,,32,8,24,6,49,38,56.3,38,28,57.6,19,23
59,202402240NYI,02/24/2024,TBL,@,NYI,4,2,W,,21,10,34,6,51,41,55.4,32,32,50,22,20
60,202402250NJD,02/25/2024,TBL,@,NJD,4,1,W,,27,8,19,6,46,49,48.4,38,28,57.6,20,23
61,202402270PHI,02/27/2024,TBL,@,PHI,2,6,L,,22,6,31,4,53,48,52.5,29,38,43.3,32,27
62,202402290TBL,02/29/2024,TBL,vs,BUF,2,3,L,OT,23,6,23,6,41,42,49.4,32,24,57.1,21,16
63,202403020TBL,03/02/2024,TBL,vs,MTL,4,3,W,SO,29,9,31,9,52,52,50,39,37,51.3,26,23
64,202403070TBL,03/07/2024,TBL,vs,CGY,3,6,L,,22,10,24,10,48,34,58.5,28,28,50,31,14
65,202403090TBL,03/09/2024,TBL,vs,PHI,7,0,W,,26,21,25,43,40,49,44.9,25,33,43.1,17,27
66,202403140TBL,03/14/2024,TBL,vs,NYR,6,3,W,,28,6,28,6,53,48,52.5,32,37,46.4,27,23
67,202403160FLA,03/16/2024,TBL,@,FLA,5,3,W,,16,28,50,39,26,49,34.7,21,36,36.8,25,24
68,202403190VEG,03/19/2024,TBL,@,VEG,5,3,W,,21,6,27,8,32,50,39,21,36,36.8,15,17
69,202403210SJS,03/21/2024,TBL,@,SJS,4,1,W,,21,8,22,8,35,43,44.9,26,27,49.1,21,19
70,202403230LAK,03/23/2024,TBL,@,LAK,3,4,L,OT,24,6,23,6,55,39,58.5,36,22,62.1,20,21
71,202403240ANA,03/24/2024,TBL,@,ANA,3,2,W,OT,27,8,32,6,51,43,54.3,37,30,55.2,26,20
72,202403270TBL,03/27/2024,TBL,vs,BOS,3,1,W,,31,9,24,7,55,34,61.8,39,23,62.9,25,20
73,202403300TBL,03/30/2024,TBL,vs,NYI,4,1,W,,40,4,28,4,70,61,53.4,50,44,53.2,35,26
74,202404010TBL,04/01/2024,TBL,vs,DET,2,4,L,,36,6,32,6,57,45,55.9,38,32,54.3,26,25
75,202404030TOR,04/03/2024,TBL,@,TOR,4,1,W,,25,15,29,13,40,52,43.5,28,37,43.1,22,25
76,202404040MTL,04/04/2024,TBL,@,MTL,7,4,W,,35,14,30,16,43,51,45.7,31,33,48.4,26,21
77,202404060PIT,04/06/2024,TBL,@,PIT,4,5,L,,34,4,28,8,52,60,46.4,32,41,43.8,20,26
78,202404090TBL,04/09/2024,TBL,vs,CBJ,5,2,W,,33,4,32,4,51,56,47.7,37,42,46.8,31,24
79,202404110TBL,04/11/2024,TBL,vs,OTT,2,3,L,SO,26,20,27,12,36,51,41.4,24,32,42.9,28,16
80,202404130WSH,04/13/2024,TBL,@,WSH,2,4,L,,34,11,34,7,54,43,55.7,40,30,57.1,23,25
81,202404150TBL,04/15/2024,TBL,vs,BUF,2,4,L,,33,4,34,4,54,49,52.4,44,38,53.7,28,23
82,202404170TBL,04/17/2024,TBL,vs,TOR,6,4,W,,32,8,38,10,49,53,48,37,40,48.1,17,19
1,202310110TOR,10/11/2023,TOR,vs,MTL,6,5,W,SO,42,15,24,25,56,40,58.3,43,30,58.9,20,20
2,202310140TOR,10/14/2023,TOR,vs,MIN,7,4,W,,33,9,32,13,44,59,42.7,37,43,46.3,32,32
3,202310160TOR,10/16/2023,TOR,vs,CHI,1,4,L,,36,13,31,11,79,53,59.8,54,32,62.8,32,18
4,202310190FLA,10/19/2023,TOR,@,FLA,1,3,L,,30,8,24,10,48,38,55.8,26,25,51,22,28
5,202310210TBL,10/21/2023,TOR,@,TBL,4,3,W,OT,52,8,31,4,73,53,57.9,59,37,61.5,22,32
6,202310240WSH,10/24/2023,TOR,@,WSH,4,1,W,,17,6,38,6,31,45,40.8,17,35,32.7,20,14
7,202310260DAL,10/26/2023,TOR,@,DAL,4,1,W,,24,4,32,8,46,62,42.6,32,44,42.1,27,25
8,202310280NSH,10/28/2023,TOR,@,NSH,2,3,L,OT,35,10,24,8,56,43,56.6,38,33,53.5,26,18
9,202310310TOR,10/31/2023,TOR,vs,LAK,1,4,L,,30,18,27,8,37,52,41.6,30,38,44.1,21,16
10,202311020BOS,11/02/2023,TOR,@,BOS,2,3,L,SO,35,4,40,4,59,68,46.5,47,52,47.5,16,31
11,202311040TOR,11/04/2023,TOR,vs,BUF,4,6,L,,28,6,41,8,40,50,44.4,23,39,37.1,29,14
12,202311060TOR,11/06/2023,TOR,vs,TBL,6,5,W,OT,34,6,31,6,49,43,53.3,38,30,55.9,23,29
13,202311080TOR,11/08/2023,TOR,vs,OTT,3,6,L,,30,6,31,4,58,46,55.8,43,35,55.1,23,18
14,202311100TOR,11/10/2023,TOR,vs,CGY,5,4,W,SO,36,6,28,4,76,54,58.5,57,39,59.4,28,19
15,202311110TOR,11/11/2023,TOR,vs,VAN,5,2,W,,22,42,33,14,39,47,45.3,30,35,46.2,17,18
16,202311170DET,11/17/2023,TOR,@,DET,3,2,W,,29,12,29,10,48,42,53.3,31,28,52.5,26,24
17,202311190MIN,11/19/2023,TOR,@,MIN,4,3,W,OT,25,6,36,4,53,54,49.5,36,41,46.8,32,24
18,202311240CHI,11/24/2023,TOR,@,CHI,3,4,L,OT,37,10,34,8,61,61,50,41,43,48.8,25,17
19,202311250PIT,11/25/2023,TOR,@,PIT,2,3,L,,33,6,35,6,61,61,50,42,45,48.3,28,21
20,202311280TOR,11/28/2023,TOR,vs,FLA,2,1,W,SO,32,11,39,17,38,68,35.8,31,46,40.3,23,18
21,202311300TOR,11/30/2023,TOR,vs,SEA,4,3,W,SO,28,12,40,8,39,57,40.6,26,43,37.7,27,14
22,202312020TOR,12/02/2023,TOR,vs,BOS,3,4,L,OT,40,2,37,2,68,63,51.9,50,45,52.6,30,26
23,202312070OTT,12/07/2023,TOR,@,OTT,4,3,W,,22,4,41,2,53,63,45.7,30,43,41.1,25,18
24,202312090TOR,12/09/2023,TOR,vs,NSH,4,0,W,,37,11,18,15,45,32,58.4,31,20,60.8,20,14
25,202312110NYI,12/11/2023,TOR,@,NYI,3,4,L,OT,40,2,29,2,68,58,54,52,48,52,29,25
26,202312120NYR,12/12/2023,TOR,@,NYR,7,3,W,,30,8,31,10,41,66,38.3,32,47,40.5,23,24
27,202312140TOR,12/14/2023,TOR,vs,CBJ,5,6,L,OT,48,6,35,6,93,46,66.9,55,39,58.5,32,26
28,202312160TOR,12/16/2023,TOR,vs,PIT,7,0,W,,35,15,38,33,40,56,41.7,33,40,45.2,20,22
29,202312190TOR,12/19/2023,TOR,vs,NYR,2,5,L,,33,4,36,0,62,53,53.9,46,37,55.4,21,21
30,202312210BUF,12/21/2023,TOR,@,BUF,3,9,L,,27,10,34,8,41,52,44.1,25,41,37.9,21,15
31,202312230CBJ,12/23/2023,TOR,@,CBJ,4,1,W,,30,12,28,8,44,46,48.9,32,30,51.6,24,18
32,202312270TOR,12/27/2023,TOR,vs,OTT,2,4,L,,36,7,30,11,70,49,58.8,50,39,56.2,30,24
33,202312290CBJ,12/29/2023,TOR,@,CBJ,5,6,L,OT,33,11,21,15,57,50,53.3,44,33,57.1,36,27
34,202312300TOR,12/30/2023,TOR,vs,CAR,2,3,L,,27,10,28,8,46,42,52.3,32,32,50,31,17
35,202401020LAK,01/02/2024,TOR,@,LAK,3,0,W,,29,11,31,13,42,64,39.6,29,39,42.6,24,25
36,202401030ANA,01/03/2024,TOR,@,ANA,2,1,W,OT,57,24,28,29,72,34,67.9,53,24,68.8,31,18
37,202401060SJS,01/06/2024,TOR,@,SJS,4,1,W,,32,0,24,4,72,50,59,51,39,56.7,27,24
38,202401090TOR,01/09/2024,TOR,vs,SJS,7,1,W,,46,2,23,6,79,34,69.9,57,27,67.9,35,21
39,202401110NYI,01/11/2024,TOR,@,NYI,3,4,L,OT,35,6,30,2,62,51,54.9,41,34,54.7,23,21
40,202401130TOR,01/13/2024,TOR,vs,COL,3,5,L,,29,8,33,2,53,59,47.3,38,42,47.5,20,23
41,202401140TOR,01/14/2024,TOR,vs,DET,2,4,L,,30,4,24,6,56,42,57.1,38,28,57.6,28,17
42,202401160EDM,01/16/2024,TOR,@,EDM,2,4,L,,27,2,32,2,48,71,40.3,37,50,42.5,23,22
43,202401180CGY,01/18/2024,TOR,@,CGY,4,3,W,,32,8,26,6,56,52,51.9,43,41,51.2,28,27
44,202401200VAN,01/20/2024,TOR,@,VAN,4,6,L,,46,14,21,18,60,40,60,46,29,61.3,22,14
45,202401210SEA,01/21/2024,TOR,@,SEA,3,1,W,,26,11,17,11,55,44,55.6,40,27,59.7,32,13
46,202401240TOR,01/24/2024,TOR,vs,WPG,1,0,W,OT,30,4,32,10,37,60,38.1,29,43,40.3,27,13
47,202401270WPG,01/27/2024,TOR,@,WPG,4,2,W,,30,14,26,12,44,49,47.3,34,40,45.9,20,14
48,202402050TOR,02/05/2024,TOR,vs,NYI,2,3,L,,36,11,29,11,70,57,55.1,49,41,54.4,19,23
49,202402070TOR,02/07/2024,TOR,vs,DAL,5,4,W,,31,8,31,6,45,66,40.5,34,44,43.6,25,30
50,202402100OTT,02/10/2024,TOR,@,OTT,3,5,L,,35,19,32,0,68,56,54.8,51,42,54.8,20,22
51,202402130TOR,02/13/2024,TOR,vs,STL,4,1,W,,32,4,15,4,55,38,59.1,43,24,64.2,24,17
52,202402150TOR,02/15/2024,TOR,vs,PHI,4,3,W,OT,28,15,32,25,49,45,52.1,34,32,51.5,25,22
53,202402170TOR,02/17/2024,TOR,vs,ANA,9,2,W,,32,15,21,29,44,40,52.4,33,29,53.2,19,14
54,202402190STL,02/19/2024,TOR,@,STL,4,2,W,,29,4,21,4,41,54,43.2,33,28,54.1,26,26
55,202402210ARI,02/21/2024,TOR,@,ARI,6,3,W,,36,10,26,14,45,51,46.9,34,35,49.3,24,21
56,202402220VEG,02/22/2024,TOR,@,VEG,7,3,W,,42,2,26,4,74,56,56.9,53,35,60.2,20,25
57,202402240COL,02/24/2024,TOR,@,COL,4,3,W,,30,2,29,4,45,66,40.5,32,43,42.7,22,21
58,202402270TOR,02/27/2024,TOR,vs,VEG,2,6,L,,30,8,32,2,65,48,57.5,41,36,53.2,24,21
59,202402290TOR,02/29/2024,TOR,vs,ARI,4,2,W,,26,5,32,17,55,68,44.7,38,45,45.8,25,26
60,202403020TOR,03/02/2024,TOR,vs,NYR,4,3,W,SO,34,11,35,13,62,55,53,51,45,53.1,37,28
61,202403040TOR,03/04/2024,TOR,vs,BOS,1,4,L,,33,4,27,8,45,32,58.4,35,22,61.4,20,16
62,202403060TOR,03/06/2024,TOR,vs,BUF,2,1,W,OT,27,4,25,2,43,49,46.7,35,33,51.5,26,20
63,202403070BOS,03/07/2024,TOR,@,BOS,1,4,L,,29,26,25,24,50,37,57.5,35,30,53.8,31,10
64,202403090MTL,03/09/2024,TOR,@,MTL,3,2,W,,27,10,31,6,48,45,51.6,33,34,49.3,22,23
65,202403140PHI,03/14/2024,TOR,@,PHI,6,2,W,,27,16,28,18,46,44,51.1,33,37,47.1,34,24
66,202403160TOR,03/16/2024,TOR,vs,CAR,4,5,L,SO,40,10,40,8,43,60,41.7,35,49,41.7,27,18
67,202403190PHI,03/19/2024,TOR,@,PHI,3,4,L,,30,9,30,11,77,41,65.3,40,34,54.1,30,17
68,202403200WSH,03/20/2024,TOR,@,WSH,7,3,W,,29,2,21,10,47,54,46.5,36,35,50.7,24,23
69,202403230TOR,03/23/2024,TOR,vs,EDM,6,3,W,,29,17,39,23,38,65,36.9,31,43,41.9,18,24
70,202403240CAR,03/24/2024,TOR,@,CAR,1,2,L,,33,6,43,8,52,58,47.3,41,44,48.2,18,26
71,202403260TOR,03/26/2024,TOR,vs,NJD,3,6,L,,45,4,25,4,65,38,63.1,54,31,63.5,18,20
72,202403280TOR,03/28/2024,TOR,vs,WSH,5,1,W,,48,4,24,2,67,48,58.3,53,31,63.1,32,17
73,202403300BUF,03/30/2024,TOR,@,BUF,3,0,W,,22,62,34,70,32,44,42.1,24,33,42.1,19,11
74,202404010TOR,04/01/2024,TOR,vs,FLA,6,4,W,,23,8,30,6,35,51,40.7,30,40,42.9,23,24
75,202404030TOR,04/03/2024,TOR,vs,TBL,1,4,L,,29,13,25,15,53,38,58.2,37,28,56.9,25,22
