Game_ID,Home Team,Away Team,Period,Time,Team,Info,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID
202401210ANA,ANA,NYR,1st Period,0:51,ANA,--,Adam Henrique,henriad01,Leo Carlsson,carlsle01,Troy Terry,terrytr01
202401210ANA,ANA,NYR,1st Period,15:37,ANA,--,Adam Henrique,henriad01,Troy Terry,terrytr01,Leo Carlsson,carlsle01
202401210ANA,ANA,NYR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401210ANA,ANA,NYR,2nd Period,17:58,NYR,PP,Vincent Trocheck,trochvi01,Chris Kreider,kreidch01,Adam Fox,foxad01
202401210ANA,ANA,NYR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401210ANA,ANA,NYR,3rd Period,10:10,NYR,--,William Cuylle,cuyllwi01,Jacob Trouba,troubja01,K'Andre Miller,milleka01
202401210ANA,ANA,NYR,3rd Period,14:23,NYR,PP,Artemi Panarin,panarar01,Adam Fox,foxad01,Chris Kreider,kreidch01
202401210ANA,ANA,NYR,3rd Period,16:07,NYR,--,Chris Kreider,kreidch01,Mika Zibanejad,zibanmi01,Mika Zibanejad,zibanmi01
202401210ANA,ANA,NYR,3rd Period,19:24,NYR,EN,Jimmy Vesey,veseyji02,--,--,--,--
202401230ANA,ANA,BUF,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401230ANA,ANA,BUF,1st Period,5:51,ANA,--,Jakob Silfverberg,silfvja01,Radko Gudas,gudasra01,Cam Fowler,fowleca01
202401230ANA,ANA,BUF,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401230ANA,ANA,BUF,2nd Period,3:37,ANA,PP,Sam Carrick,carrisa01,Olen Zellweger,zellwol01,Troy Terry,terrytr01
202401230ANA,ANA,BUF,2nd Period,4:30,ANA,--,Jakob Silfverberg,silfvja01,Mason McTavish,mctavma01,Mason McTavish,mctavma01
202401230ANA,ANA,BUF,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401230ANA,ANA,BUF,3rd Period,14:41,BUF,PP,Jordan Greenway,greenjo02,Rasmus Dahlin,dahlira01,Dylan Cozens,cozendy01
202401230ANA,ANA,BUF,3rd Period,17:04,BUF,--,Kyle Okposo,okposky01,Tage Thompson,thompta01,Jordan Greenway,greenjo02
202401230ANA,ANA,BUF,3rd Period,18:51,ANA,EN,Adam Henrique,henriad01,Frank Vatrano,vatrafr01,Cam Fowler,fowleca01
202401310ANA,ANA,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401310ANA,ANA,SJS,1st Period,2:12,ANA,--,Isac Lundeström,lundeis01,Mason McTavish,mctavma01,Jakob Silfverberg,silfvja01
202401310ANA,ANA,SJS,1st Period,6:59,SJS,PP,Anthony Duclair,duclaan01,Shakir Mukhamadullin,mukhash01,Mike Hoffman,hoffmmi02
202401310ANA,ANA,SJS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401310ANA,ANA,SJS,2nd Period,17:57,SJS,--,Marc-Édouard Vlasic,vlasima01,Kyle Burroughs,burroky01,William Eklund,eklunwi01
202401310ANA,ANA,SJS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401310ANA,ANA,SJS,3rd Period,18:59,ANA,--,Troy Terry,terrytr01,Leo Carlsson,carlsle01,Adam Henrique,henriad01
202401310ANA,ANA,SJS,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202401310ANA,ANA,SJS,1st OT Period,4:07,ANA,--,Frank Vatrano,vatrafr01,Troy Terry,terrytr01,Jackson LaCombe,lacomja01
202402090ANA,ANA,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402090ANA,ANA,EDM,1st Period,18:40,ANA,PP,Cam Fowler,fowleca01,Frank Vatrano,vatrafr01,Adam Henrique,henriad01
202402090ANA,ANA,EDM,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402090ANA,ANA,EDM,2nd Period,9:11,EDM,--,Evander Kane,kaneev01,Corey Perry,perryco01,Corey Perry,perryco01
202402090ANA,ANA,EDM,2nd Period,9:40,ANA,--,Ryan Strome,stromry01,Leo Carlsson,carlsle01,Adam Henrique,henriad01
202402090ANA,ANA,EDM,2nd Period,12:51,EDM,--,Evander Kane,kaneev01,Leon Draisaitl,draisle01,Brett Kulak,kulakbr01
202402090ANA,ANA,EDM,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402090ANA,ANA,EDM,3rd Period,3:20,ANA,PP,Ryan Strome,stromry01,Frank Vatrano,vatrafr01,Cam Fowler,fowleca01
202402090ANA,ANA,EDM,3rd Period,8:41,EDM,--,Zach Hyman,hymanza01,Connor McDavid,mcdavco01,Connor McDavid,mcdavco01
202402090ANA,ANA,EDM,3rd Period,10:09,EDM,PP,Leon Draisaitl,draisle01,Connor McDavid,mcdavco01,Evan Bouchard,bouchev01
202402090ANA,ANA,EDM,3rd Period,18:50,EDM,EN,Evander Kane,kaneev01,Derek Ryan,ryande01,Connor McDavid,mcdavco01
202402210ANA,ANA,CBJ,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402210ANA,ANA,CBJ,1st Period,3:32,CBJ,--,Zach Werenski,werenza01,Johnny Gaudreau,gaudrjo01,Jack Roslovic,rosloja01
202402210ANA,ANA,CBJ,1st Period,9:32,CBJ,--,Johnny Gaudreau,gaudrjo01,Jake Bean,beanja01,Jake Bean,beanja01
202402210ANA,ANA,CBJ,1st Period,18:30,CBJ,--,Zach Werenski,werenza01,Boone Jenner,jennebo01,Jack Roslovic,rosloja01
202402210ANA,ANA,CBJ,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402210ANA,ANA,CBJ,2nd Period,2:49,CBJ,--,Sean Kuraly,kuralse01,Alexandre Texier,texieal01,Alexandre Texier,texieal01
202402210ANA,ANA,CBJ,2nd Period,9:07,ANA,--,Troy Terry,terrytr01,Urho Vaakanainen,vaakaur01,Frank Vatrano,vatrafr01
202402210ANA,ANA,CBJ,2nd Period,16:05,ANA,--,Mason McTavish,mctavma01,Troy Terry,terrytr01,Pavel Mintyukov,mintypa01
202402210ANA,ANA,CBJ,2nd Period,18:49,ANA,--,Mason McTavish,mctavma01,Troy Terry,terrytr01,Pavel Mintyukov,mintypa01
202402210ANA,ANA,CBJ,2nd Period,19:36,ANA,--,Alex Killorn,killoal01,Leo Carlsson,carlsle01,Pavel Mintyukov,mintypa01
202402210ANA,ANA,CBJ,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402210ANA,ANA,CBJ,3rd Period,6:50,CBJ,--,Yegor Chinakhov,chinaye01,Johnny Gaudreau,gaudrjo01,Boone Jenner,jennebo01
202402210ANA,ANA,CBJ,3rd Period,7:39,CBJ,--,Sean Kuraly,kuralse01,Cole Sillinger,sillico01,Alexandre Texier,texieal01
202402210ANA,ANA,CBJ,3rd Period,19:27,CBJ,"SH, EN",Boone Jenner,jennebo01,Damon Severson,severda01,Damon Severson,severda01
202402250ANA,ANA,NSH,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402250ANA,ANA,NSH,1st Period,1:00,NSH,--,Roman Josi,josiro01,Filip Forsberg,forsbfi01,Dante Fabbro,fabbrda01
202402250ANA,ANA,NSH,1st Period,11:55,ANA,--,Isac Lundeström,lundeis01,Max Jones,jonesma03,Brett Leason,leasobr01
202402250ANA,ANA,NSH,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402250ANA,ANA,NSH,3rd Period,3:26,NSH,--,Filip Forsberg,forsbfi01,Thomas Novak,novakth01,Thomas Novak,novakth01
202402250ANA,ANA,NSH,3rd Period,8:43,NSH,--,Michael McCarron,mccarmi01,Dante Fabbro,fabbrda01,Kiefer Sherwood,sherwki01
202402250ANA,ANA,NSH,3rd Period,17:36,ANA,--,Brett Leason,leasobr01,Mason McTavish,mctavma01,Adam Henrique,henriad01
202402250ANA,ANA,NSH,3rd Period,17:58,NSH,EN,Gustav Nyquist,nyquigu01,Ryan O'Reilly,oreilry01,Ryan O'Reilly,oreilry01
202403010ANA,ANA,NJD,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403010ANA,ANA,NJD,1st Period,3:37,ANA,--,Frank Vatrano,vatrafr01,Mason McTavish,mctavma01,Mason McTavish,mctavma01
202403010ANA,ANA,NJD,1st Period,17:24,NJD,--,Timo Meier,meierti01,Jack Hughes,hugheja03,Tyler Toffoli,toffoty01
202403010ANA,ANA,NJD,1st Period,18:15,ANA,--,Adam Henrique,henriad01,Max Jones,jonesma03,Max Jones,jonesma03
202403010ANA,ANA,NJD,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403010ANA,ANA,NJD,2nd Period,13:47,ANA,--,Max Jones,jonesma03,Gustav Lindström,lindsgu01,Jackson LaCombe,lacomja01
202403010ANA,ANA,NJD,2nd Period,15:27,NJD,PP,Jack Hughes,hugheja03,Luke Hughes,hughelu01,Jesper Bratt,brattje01
202403010ANA,ANA,NJD,2nd Period,17:08,ANA,--,Frank Vatrano,vatrafr01,Troy Terry,terrytr01,Radko Gudas,gudasra01
202403010ANA,ANA,NJD,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403010ANA,ANA,NJD,3rd Period,17:03,NJD,PP,Tyler Toffoli,toffoty01,Nico Hischier,hischni01,Luke Hughes,hughelu01
202403030ANA,ANA,VAN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403030ANA,ANA,VAN,1st Period,1:37,VAN,--,Nils Höglander,hoglani01,Quinn Hughes,hughequ01,Filip Hronek,hronefi01
202403030ANA,ANA,VAN,1st Period,4:15,ANA,--,Alex Killorn,killoal01,Max Jones,jonesma03,Urho Vaakanainen,vaakaur01
202403030ANA,ANA,VAN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403030ANA,ANA,VAN,2nd Period,3:34,VAN,--,Conor Garland,garlaco01,Nikita Zadorov,zadorni01,J.T. Miller,millejt01
202403060ANA,ANA,OTT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403060ANA,ANA,OTT,1st Period,2:44,OTT,--,Mark Kastelic,kastema01,Artem Zub,zubar01,Matthew Highmore,highmma01
202403060ANA,ANA,OTT,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403060ANA,ANA,OTT,2nd Period,4:42,ANA,--,Ryan Strome,stromry01,Frank Vatrano,vatrafr01,Brett Leason,leasobr01
202403060ANA,ANA,OTT,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403060ANA,ANA,OTT,3rd Period,3:27,ANA,--,Alex Killorn,killoal01,Olen Zellweger,zellwol01,Cam Fowler,fowleca01
202403080ANA,ANA,DAL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403080ANA,ANA,DAL,1st Period,1:14,DAL,--,Chris Tanev,tanevch01,Roope Hintz,hintzro01,Esa Lindell,lindees01
202403080ANA,ANA,DAL,1st Period,17:19,DAL,PP,Roope Hintz,hintzro01,Miro Heiskanen,heiskmi01,Jamie Benn,bennja01
202403080ANA,ANA,DAL,1st Period,18:56,DAL,--,Radek Faksa,faksara01,Sam Steel,steelsa01,Joe Pavelski,paveljo01
202403080ANA,ANA,DAL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403080ANA,ANA,DAL,2nd Period,5:31,DAL,PP,Jamie Benn,bennja01,Miro Heiskanen,heiskmi01,Jason Robertson,roberja01
202403080ANA,ANA,DAL,2nd Period,6:06,ANA,--,Ryan Strome,stromry01,Frank Vatrano,vatrafr01,Pavel Mintyukov,mintypa01
202403080ANA,ANA,DAL,2nd Period,14:18,DAL,--,Mason Marchment,marchma01,Jason Robertson,roberja01,Jason Robertson,roberja01
202403080ANA,ANA,DAL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403080ANA,ANA,DAL,3rd Period,4:13,ANA,PP,Alex Killorn,killoal01,Ryan Strome,stromry01,Cam Fowler,fowleca01
202403080ANA,ANA,DAL,3rd Period,7:18,DAL,PP,Joe Pavelski,paveljo01,Roope Hintz,hintzro01,Matt Duchene,duchema01
202403100ANA,ANA,NYI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403100ANA,ANA,NYI,1st Period,5:11,NYI,--,Casey Cizikas,cizikca01,Simon Holmström,holmssi01,Simon Holmström,holmssi01
202403100ANA,ANA,NYI,1st Period,7:28,NYI,--,Kyle Palmieri,palmiky01,Mike Reilly,reillmi01,Sebastian Aho,Sebastian Aho
202403100ANA,ANA,NYI,1st Period,14:28,NYI,PP,Brock Nelson,nelsobr01,Bo Horvat,horvabo01,Mathew Barzal,barzama01
202403100ANA,ANA,NYI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403100ANA,ANA,NYI,2nd Period,0:24,ANA,--,Alex Killorn,killoal01,Max Jones,jonesma03,Radko Gudas,gudasra01
202403100ANA,ANA,NYI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403100ANA,ANA,NYI,3rd Period,0:34,NYI,--,Bo Horvat,horvabo01,Brock Nelson,nelsobr01,Mathew Barzal,barzama01
202403100ANA,ANA,NYI,3rd Period,7:56,NYI,--,Pierre Engvall,engvapi01,--,--,--,--
202403100ANA,ANA,NYI,3rd Period,18:12,NYI,--,Cal Clutterbuck,cluttca01,Matt Martin,martima02,Kyle MacLean,macleky01
202403190ANA,ANA,MIN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403190ANA,ANA,MIN,1st Period,0:35,MIN,--,Ryan Hartman,hartmry01,Marcus Foligno,foligma01,Matt Boldy,boldyma01
202403190ANA,ANA,MIN,1st Period,1:56,MIN,--,Jonathon Merrill,merrijo01,Frédérick Gaudreau,gaudrfr01,Marat Khusnutdinov,khusnma01
202403190ANA,ANA,MIN,1st Period,11:50,MIN,PP,Kirill Kaprizov,kapriki01,Ryan Hartman,hartmry01,Matt Boldy,boldyma01
202403190ANA,ANA,MIN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403190ANA,ANA,MIN,3rd Period,13:03,MIN,--,Jake Lucchini,lucchja01,Adam Beckman,beckmad01,Adam Beckman,beckmad01
202403210ANA,ANA,CHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403210ANA,ANA,CHI,1st Period,3:10,ANA,--,Alex Killorn,killoal01,Gustav Lindström,lindsgu01,Urho Vaakanainen,vaakaur01
202403210ANA,ANA,CHI,1st Period,9:34,ANA,--,Brett Leason,leasobr01,Ben Meyers,meyerbe01,Pavel Mintyukov,mintypa01
202403210ANA,ANA,CHI,1st Period,18:26,ANA,--,Alex Killorn,killoal01,Brett Leason,leasobr01,Olen Zellweger,zellwol01
202403210ANA,ANA,CHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403210ANA,ANA,CHI,3rd Period,10:31,ANA,PP,Frank Vatrano,vatrafr01,Cam Fowler,fowleca01,Troy Terry,terrytr01
202403240ANA,ANA,TBL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403240ANA,ANA,TBL,1st Period,13:49,ANA,--,Ross Johnston,johnsro02,Jakob Silfverberg,silfvja01,Ben Meyers,meyerbe01
202403240ANA,ANA,TBL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202403240ANA,ANA,TBL,2nd Period,7:50,TBL,--,Anthony Duclair,duclaan01,Nicklaus Perbix,perbini01,Nicklaus Perbix,perbini01
202403240ANA,ANA,TBL,2nd Period,17:00,TBL,--,Luke Glendening,glendlu01,Austin Watson,watsoau01,Tanner Jeannot,jeannta01
202403240ANA,ANA,TBL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202403240ANA,ANA,TBL,3rd Period,2:36,ANA,--,Pavel Mintyukov,mintypa01,Max Jones,jonesma03,Brett Leason,leasobr01
202403240ANA,ANA,TBL,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202403240ANA,ANA,TBL,1st OT Period,0:59,TBL,--,Anthony Cirelli,cirelan01,Brandon Hagel,hagelbr01,Brandon Hagel,hagelbr01
202404050ANA,ANA,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404050ANA,ANA,SEA,1st Period,16:08,SEA,--,Shane Wright,wrighsh01,Oliver Bjorkstrand,bjorkol01,Brian Dumoulin,dumoubr01
202404050ANA,ANA,SEA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404050ANA,ANA,SEA,2nd Period,2:29,SEA,--,Shane Wright,wrighsh01,Jaden Schwartz,schwaja01,Justin Schultz,schulju01
202404050ANA,ANA,SEA,2nd Period,11:40,SEA,PP,Matthew Beniers,beniema01,Shane Wright,wrighsh01,Oliver Bjorkstrand,bjorkol01
202404050ANA,ANA,SEA,2nd Period,16:35,ANA,--,Leo Carlsson,carlsle01,--,--,--,--
202404070ANA,ANA,STL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404070ANA,ANA,STL,1st Period,0:11,STL,--,Zachary Bolduc,bolduza01,Robert Thomas,thomaro01,Colton Parayko,parayco01
202404070ANA,ANA,STL,1st Period,2:37,ANA,--,Nikita Nesterenko,nesteni02,Gustav Lindström,lindsgu01,Isac Lundeström,lundeis01
202404070ANA,ANA,STL,1st Period,12:36,STL,--,Matthew Kessel,kessema01,Robert Thomas,thomaro01,Brayden Schenn,schenbr01
202404070ANA,ANA,STL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404070ANA,ANA,STL,2nd Period,3:41,ANA,--,Frank Vatrano,vatrafr01,Alex Killorn,killoal01,Trevor Zegras,zegratr01
202404070ANA,ANA,STL,2nd Period,13:36,STL,PP,Robert Thomas,thomaro01,Torey Krug,krugto01,Jordan Kyrou,kyroujo01
202404070ANA,ANA,STL,2nd Period,15:50,STL,--,Pavel Buchnevich,buchnpa01,Jordan Kyrou,kyroujo01,Scott Perunovich,perunsc01
202404070ANA,ANA,STL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404070ANA,ANA,STL,3rd Period,1:01,ANA,PP,Leo Carlsson,carlsle01,Isac Lundeström,lundeis01,Troy Terry,terrytr01
202404070ANA,ANA,STL,3rd Period,2:40,STL,PP,Brayden Schenn,schenbr01,Jordan Kyrou,kyroujo01,Robert Thomas,thomaro01
202404070ANA,ANA,STL,3rd Period,8:04,ANA,--,Frank Vatrano,vatrafr01,Trevor Zegras,zegratr01,Ryan Strome,stromry01
202404070ANA,ANA,STL,3rd Period,16:09,ANA,--,Leo Carlsson,carlsle01,Alex Killorn,killoal01,Cam Fowler,fowleca01
202404090ANA,ANA,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404090ANA,ANA,LAK,1st Period,5:50,LAK,--,Akil Thomas,thomaak01,Trevor Lewis,lewistr01,Vladislav Gavrikov,gavrivl01
202404090ANA,ANA,LAK,1st Period,17:46,ANA,--,Frank Vatrano,vatrafr01,Radko Gudas,gudasra01,Ryan Strome,stromry01
202404090ANA,ANA,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404090ANA,ANA,LAK,3rd Period,1:51,ANA,--,Alex Killorn,killoal01,Cam Fowler,fowleca01,Ryan Strome,stromry01
202404090ANA,ANA,LAK,3rd Period,5:50,ANA,--,Trevor Zegras,zegratr01,--,--,--,--
202404120ANA,ANA,CGY,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202404120ANA,ANA,CGY,1st Period,5:54,CGY,SH,Andrew Mangiapane,mangian01,Brayden Pachal,pachabr01,Yegor Sharangovich,sharaye01
202404120ANA,ANA,CGY,1st Period,11:53,CGY,--,Nazem Kadri,kadrina01,Martin Pospisil,pospima01,Oliver Kylington,kylinol01
202404120ANA,ANA,CGY,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202404120ANA,ANA,CGY,2nd Period,5:43,CGY,PP,Andrei Kuzmenko,kuzmean01,Nazem Kadri,kadrina01,MacKenzie Weegar,weegama01
202404120ANA,ANA,CGY,2nd Period,18:28,CGY,--,Connor Zary,zaryco01,Jonathan Huberdeau,huberjo01,Dryden Hunt,huntdr01
202404120ANA,ANA,CGY,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202404120ANA,ANA,CGY,3rd Period,2:54,ANA,--,Sam Colangelo,colansa01,Isac Lundeström,lundeis01,Radko Gudas,gudasra01
202404120ANA,ANA,CGY,3rd Period,6:13,ANA,--,Frank Vatrano,vatrafr01,Trevor Zegras,zegratr01,Jackson LaCombe,lacomja01
202404120ANA,ANA,CGY,3rd Period,7:01,ANA,--,Olen Zellweger,zellwol01,Cam Fowler,fowleca01,Troy Terry,terrytr01
202404120ANA,ANA,CGY,3rd Period,14:22,CGY,PP,Andrei Kuzmenko,kuzmean01,Jonathan Huberdeau,huberjo01,Nazem Kadri,kadrina01
202404120ANA,ANA,CGY,3rd Period,17:19,CGY,--,Andrei Kuzmenko,kuzmean01,Martin Pospisil,pospima01,MacKenzie Weegar,weegama01
202310210ARI,ARI,ANA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310210ARI,ARI,ANA,1st Period,17:41,ARI,PP,Jason Zucker,zuckeja01,Juuso Välimäki,valimju01,Matias Maccelli,maccema01
202310210ARI,ARI,ANA,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310210ARI,ARI,ANA,2nd Period,14:01,ARI,--,Clayton Keller,kellecl01,Nick Schmaltz,schmani01,Sean Durzi,durzise01
202310210ARI,ARI,ANA,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310210ARI,ARI,ANA,3rd Period,7:47,ANA,PP,Frank Vatrano,vatrafr01,Jakob Silfverberg,silfvja01,Adam Henrique,henriad01
202310270ARI,ARI,LAK,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310270ARI,ARI,LAK,1st Period,0:37,ARI,--,Matias Maccelli,maccema01,Nick Bjugstad,bjugsni01,J.J. Moser,moserja01
202310270ARI,ARI,LAK,1st Period,5:56,LAK,--,Michael Anderson,andermi02,Quinton Byfield,byfiequ01,Adrian Kempe,kempead01
202310270ARI,ARI,LAK,1st Period,7:46,ARI,--,J.J. Moser,moserja01,Nick Schmaltz,schmani01,Clayton Keller,kellecl01
202310270ARI,ARI,LAK,1st Period,8:21,ARI,--,Jack McBain,mcbaija03,Liam O'Brien,obrieli01,Troy Stecher,stechtr01
202310270ARI,ARI,LAK,1st Period,8:55,ARI,--,Sean Durzi,durzise01,Zach Sanford,sanfoza01,Karel Vejmelka,vejmeka01
202310270ARI,ARI,LAK,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310270ARI,ARI,LAK,2nd Period,16:11,LAK,PP,Drew Doughty,doughdr01,Adrian Kempe,kempead01,Kevin Fiala,fialake01
202310270ARI,ARI,LAK,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202310270ARI,ARI,LAK,3rd Period,1:50,LAK,--,Quinton Byfield,byfiequ01,Arthur Kaliyev,kaliyar01,Jordan Spence,spencjo01
202310270ARI,ARI,LAK,3rd Period,6:54,LAK,--,Anže Kopitar,kopitan01,--,--,--,--
202310270ARI,ARI,LAK,3rd Period,18:01,LAK,--,Drew Doughty,doughdr01,Trevor Moore,mooretr01,Michael Anderson,andermi02
202310300ARI,ARI,CHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202310300ARI,ARI,CHI,1st Period,0:28,CHI,--,Connor Bedard,bedarco01,Kevin Korchinski,korchke01,Seth Jones,jonesse01
202310300ARI,ARI,CHI,1st Period,2:23,ARI,--,Michael Carcone,carcomi01,Logan Cooley,coolelo01,Sean Durzi,durzise01
202310300ARI,ARI,CHI,1st Period,13:53,ARI,--,Josh Brown,brownjo01,Jack McBain,mcbaija03,Alexander Kerfoot,kerfoal01
202310300ARI,ARI,CHI,1st Period,15:55,ARI,PP,Michael Carcone,carcomi01,Lawson Crouse,crousla01,Nick Bjugstad,bjugsni01
202310300ARI,ARI,CHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202310300ARI,ARI,CHI,2nd Period,5:00,ARI,--,Michael Carcone,carcomi01,Travis Boyd,boydtr01,Travis Boyd,boydtr01
202310300ARI,ARI,CHI,2nd Period,6:38,ARI,--,Jack McBain,mcbaija03,Alexander Kerfoot,kerfoal01,Liam O'Brien,obrieli01
202310300ARI,ARI,CHI,2nd Period,11:18,ARI,--,Sean Durzi,durzise01,Michael Carcone,carcomi01,Travis Boyd,boydtr01
