Game_ID,Home Team,Away Team,Period,Time,Team,Info,Scorer,Scorer_ID,Assist1,Assist1_ID,Assist2,Assist2_ID
202311090WPG,WPG,NSH,3rd Period,16:16,NSH,--,Philip Tomasino,tomasph01,Tyson Barrie,barrity01,Marc Del Gaizo,delgama01
202311090WPG,WPG,NSH,3rd Period,16:44,WPG,EN,Kyle Connor,connoky01,Alex Iafallo,iafalal01,Mark Scheifele,scheima01
202311110WPG,WPG,DAL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311110WPG,WPG,DAL,1st Period,2:13,DAL,--,Thomas Harley,harleth01,Ryan Suter,suterry01,Ryan Suter,suterry01
202311110WPG,WPG,DAL,1st Period,5:20,DAL,SH,Wyatt Johnston,johnswy01,--,--,--,--
202311110WPG,WPG,DAL,1st Period,8:28,WPG,--,Cole Perfetti,perfeco01,Vladislav Namestnikov,namesvl01,Nikolaj Ehlers,ehlerni01
202311110WPG,WPG,DAL,1st Period,11:57,DAL,PP,Matt Duchene,duchema01,Wyatt Johnston,johnswy01,Evgenii Dadonov,dadonev01
202311110WPG,WPG,DAL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311110WPG,WPG,DAL,3rd Period,10:05,WPG,--,Brenden Dillon,dillobr01,Mark Scheifele,scheima01,Kyle Connor,connoky01
202311140WPG,WPG,NJD,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311140WPG,WPG,NJD,1st Period,8:07,WPG,--,Kyle Connor,connoky01,Josh Morrissey,morrijo04,Alex Iafallo,iafalal01
202311140WPG,WPG,NJD,1st Period,13:54,WPG,PP,Cole Perfetti,perfeco01,Kyle Connor,connoky01,Josh Morrissey,morrijo04
202311140WPG,WPG,NJD,1st Period,14:54,NJD,PP,Timo Meier,meierti01,Ondřej Palát,palaton01,Jesper Bratt,brattje01
202311140WPG,WPG,NJD,1st Period,16:06,NJD,--,John Marino,marinjo01,Curtis Lazar,lazarcu01,Luke Hughes,hughelu01
202311140WPG,WPG,NJD,1st Period,18:10,WPG,--,Nikolaj Ehlers,ehlerni01,Cole Perfetti,perfeco01,Dylan Samberg,sambedy01
202311140WPG,WPG,NJD,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311140WPG,WPG,NJD,3rd Period,9:54,WPG,PP,Kyle Connor,connoky01,Mark Scheifele,scheima01,Josh Morrissey,morrijo04
202311140WPG,WPG,NJD,3rd Period,11:58,WPG,--,Morgan Barron,barromo01,Vladislav Namestnikov,namesvl01,Neal Pionk,pionkne01
202311140WPG,WPG,NJD,3rd Period,14:17,NJD,PP,Dawson Mercer,merceda01,Dougie Hamilton,hamildo01,Erik Haula,haulaer01
202311140WPG,WPG,NJD,3rd Period,18:30,WPG,EN,Nikolaj Ehlers,ehlerni01,Mason Appleton,applema01,Josh Morrissey,morrijo04
202311170WPG,WPG,BUF,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311170WPG,WPG,BUF,1st Period,2:12,WPG,--,Cole Perfetti,perfeco01,Vladislav Namestnikov,namesvl01,Neal Pionk,pionkne01
202311170WPG,WPG,BUF,1st Period,4:33,WPG,--,Mason Appleton,applema01,Nino Niederreiter,niedeni01,Adam Lowry,lowryad01
202311170WPG,WPG,BUF,1st Period,4:56,BUF,--,Alex Tuch,tuchal01,--,--,--,--
202311170WPG,WPG,BUF,1st Period,8:12,WPG,--,Nikolaj Ehlers,ehlerni01,Nino Niederreiter,niedeni01,Vladislav Namestnikov,namesvl01
202311170WPG,WPG,BUF,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311170WPG,WPG,BUF,3rd Period,1:00,BUF,--,John-Jason Peterka,peterjo01,Rasmus Dahlin,dahlira01,Zach Benson,bensoza01
202311180WPG,WPG,ARI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311180WPG,WPG,ARI,1st Period,14:53,ARI,--,Matias Maccelli,maccema01,J.J. Moser,moserja01,Alexander Kerfoot,kerfoal01
202311180WPG,WPG,ARI,1st Period,17:04,WPG,--,Mark Scheifele,scheima01,Neal Pionk,pionkne01,Brenden Dillon,dillobr01
202311180WPG,WPG,ARI,1st Period,18:02,WPG,--,Vladislav Namestnikov,namesvl01,Josh Morrissey,morrijo04,Josh Morrissey,morrijo04
202311180WPG,WPG,ARI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202311180WPG,WPG,ARI,2nd Period,6:08,ARI,--,Mathew Dumba,dumbama01,Travis Boyd,boydtr01,Nick Schmaltz,schmani01
202311180WPG,WPG,ARI,2nd Period,11:26,WPG,--,Kyle Connor,connoky01,Mark Scheifele,scheima01,Brenden Dillon,dillobr01
202311180WPG,WPG,ARI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311180WPG,WPG,ARI,3rd Period,4:15,WPG,--,Josh Morrissey,morrijo04,Mark Scheifele,scheima01,Kyle Connor,connoky01
202311180WPG,WPG,ARI,3rd Period,17:30,WPG,EN,Mason Appleton,applema01,Nino Niederreiter,niedeni01,Adam Lowry,lowryad01
202311280WPG,WPG,DAL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311280WPG,WPG,DAL,1st Period,12:54,DAL,--,Joe Pavelski,paveljo01,Roope Hintz,hintzro01,Jason Robertson,roberja01
202311280WPG,WPG,DAL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311280WPG,WPG,DAL,3rd Period,16:45,DAL,--,Tyler Seguin,seguity01,Mason Marchment,marchma01,Matt Duchene,duchema01
202311300WPG,WPG,EDM,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202311300WPG,WPG,EDM,1st Period,18:27,WPG,PP,Cole Perfetti,perfeco01,Mark Scheifele,scheima01,Kyle Connor,connoky01
202311300WPG,WPG,EDM,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202311300WPG,WPG,EDM,3rd Period,13:11,EDM,--,Darnell Nurse,nurseda01,Ryan McLeod,mcleory01,Mattias Janmark,janmama02
202311300WPG,WPG,EDM,3rd Period,17:47,EDM,PP,Leon Draisaitl,draisle01,Connor McDavid,mcdavco01,Evan Bouchard,bouchev01
202311300WPG,WPG,EDM,3rd Period,19:40,EDM,EN,Ryan McLeod,mcleory01,Zach Hyman,hymanza01,Cody Ceci,cecico01
202312020WPG,WPG,CHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312020WPG,WPG,CHI,1st Period,4:39,CHI,--,Connor Bedard,bedarco01,Philipp Kurashev,kurasph01,Philipp Kurashev,kurasph01
202312020WPG,WPG,CHI,1st Period,10:43,WPG,PP,Mark Scheifele,scheima01,Gabriel Vilardi,vilarga01,Josh Morrissey,morrijo04
202312020WPG,WPG,CHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312020WPG,WPG,CHI,2nd Period,6:23,WPG,--,Morgan Barron,barromo01,Nikolaj Ehlers,ehlerni01,Dylan DeMelo,demeldy01
202312020WPG,WPG,CHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312020WPG,WPG,CHI,3rd Period,10:06,WPG,--,Cole Perfetti,perfeco01,Dylan Samberg,sambedy01,Declan Chisholm,chishde01
202312040WPG,WPG,CAR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312040WPG,WPG,CAR,1st Period,16:58,WPG,--,Kyle Connor,connoky01,Nikolaj Ehlers,ehlerni01,Mark Scheifele,scheima01
202312040WPG,WPG,CAR,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312040WPG,WPG,CAR,2nd Period,11:39,WPG,--,Nikolaj Ehlers,ehlerni01,Mark Scheifele,scheima01,Kyle Connor,connoky01
202312040WPG,WPG,CAR,2nd Period,19:09,CAR,--,Martin Nečas,necasma01,Stefan Noesen,noesest01,Jalen Chatfield,chatfja01
202312160WPG,WPG,COL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312160WPG,WPG,COL,1st Period,13:56,WPG,--,Gabriel Vilardi,vilarga01,Mark Scheifele,scheima01,Josh Morrissey,morrijo04
202312160WPG,WPG,COL,1st Period,15:38,WPG,PP,Vladislav Namestnikov,namesvl01,Alex Iafallo,iafalal01,Neal Pionk,pionkne01
202312160WPG,WPG,COL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312160WPG,WPG,COL,2nd Period,8:43,WPG,--,Alex Iafallo,iafalal01,--,--,--,--
202312160WPG,WPG,COL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312160WPG,WPG,COL,3rd Period,2:07,COL,PP,Jonathan Drouin,drouijo01,Mikko Rantanen,rantami01,Nathan MacKinnon,mackina01
202312160WPG,WPG,COL,3rd Period,3:40,WPG,--,Gabriel Vilardi,vilarga01,Nikolaj Ehlers,ehlerni01,Josh Morrissey,morrijo04
202312160WPG,WPG,COL,3rd Period,8:48,WPG,--,Nino Niederreiter,niedeni01,Vladislav Namestnikov,namesvl01,Mason Appleton,applema01
202312160WPG,WPG,COL,3rd Period,10:41,COL,--,Jack Johnson,johnsja02,Valeri Nichushkin,nichuva01,Nathan MacKinnon,mackina01
202312160WPG,WPG,COL,3rd Period,17:57,WPG,EN,Nikolaj Ehlers,ehlerni01,Mark Scheifele,scheima01,Mark Scheifele,scheima01
202312180WPG,WPG,MTL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312180WPG,WPG,MTL,1st Period,4:57,MTL,--,Josh Anderson,anderjo05,Mike Matheson,mathemi01,Jake Evans,evansja02
202312180WPG,WPG,MTL,1st Period,15:04,MTL,PP,Christian Dvorak,dvorach01,Josh Anderson,anderjo05,Brendan Gallagher,gallabr01
202312180WPG,WPG,MTL,1st Period,19:04,WPG,--,Gabriel Vilardi,vilarga01,Josh Morrissey,morrijo04,Nikolaj Ehlers,ehlerni01
202312180WPG,WPG,MTL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312180WPG,WPG,MTL,3rd Period,12:24,WPG,--,Cole Perfetti,perfeco01,Vladislav Namestnikov,namesvl01,Brenden Dillon,dillobr01
202312180WPG,WPG,MTL,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202312180WPG,WPG,MTL,1st OT Period,1:09,MTL,PP,Justin Barron,barroju01,Cole Caufield,caufico01,Nick Suzuki,suzukni01
202312200WPG,WPG,DET,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312200WPG,WPG,DET,1st Period,15:38,WPG,--,Neal Pionk,pionkne01,Axel Jonsson-Fjällby,jonssax01,David Gustafsson,gustada01
202312200WPG,WPG,DET,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312200WPG,WPG,DET,2nd Period,1:44,DET,--,Olli Määttä,maattol01,Patrick Kane,kanepa01,Andrew Copp,coppan01
202312200WPG,WPG,DET,2nd Period,7:41,WPG,--,Nikolaj Ehlers,ehlerni01,Gabriel Vilardi,vilarga01,Dylan DeMelo,demeldy01
202312200WPG,WPG,DET,2nd Period,10:50,WPG,--,Axel Jonsson-Fjällby,jonssax01,Dylan Samberg,sambedy01,Dylan Samberg,sambedy01
202312200WPG,WPG,DET,2nd Period,16:10,WPG,--,Gabriel Vilardi,vilarga01,Cole Perfetti,perfeco01,Josh Morrissey,morrijo04
202312200WPG,WPG,DET,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312200WPG,WPG,DET,3rd Period,8:41,DET,--,Patrick Kane,kanepa01,Dylan Larkin,larkidy01,Moritz Seider,seidemo01
202312200WPG,WPG,DET,3rd Period,15:12,WPG,--,Mark Scheifele,scheima01,Gabriel Vilardi,vilarga01,Nikolaj Ehlers,ehlerni01
202312220WPG,WPG,BOS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312220WPG,WPG,BOS,1st Period,19:52,WPG,--,Josh Morrissey,morrijo04,Gabriel Vilardi,vilarga01,Mark Scheifele,scheima01
202312220WPG,WPG,BOS,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312220WPG,WPG,BOS,2nd Period,11:17,WPG,--,Gabriel Vilardi,vilarga01,Nikolaj Ehlers,ehlerni01,Mark Scheifele,scheima01
202312220WPG,WPG,BOS,2nd Period,17:41,WPG,PP,Nino Niederreiter,niedeni01,Nate Schmidt,schmina01,Neal Pionk,pionkne01
202312220WPG,WPG,BOS,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312220WPG,WPG,BOS,3rd Period,1:25,WPG,--,Adam Lowry,lowryad01,Mason Appleton,applema01,Nino Niederreiter,niedeni01
202312220WPG,WPG,BOS,3rd Period,14:22,BOS,--,Brandon Carlo,carlobr01,--,--,--,--
202312220WPG,WPG,BOS,3rd Period,19:41,WPG,PP,Nino Niederreiter,niedeni01,Cole Perfetti,perfeco01,Cole Perfetti,perfeco01
202312300WPG,WPG,MIN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202312300WPG,WPG,MIN,1st Period,3:59,WPG,--,Alex Iafallo,iafalal01,Vladislav Namestnikov,namesvl01,Vladislav Namestnikov,namesvl01
202312300WPG,WPG,MIN,1st Period,14:38,WPG,--,Nino Niederreiter,niedeni01,Adam Lowry,lowryad01,Adam Lowry,lowryad01
202312300WPG,WPG,MIN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202312300WPG,WPG,MIN,2nd Period,6:45,WPG,--,Nino Niederreiter,niedeni01,Josh Morrissey,morrijo04,Mason Appleton,applema01
202312300WPG,WPG,MIN,2nd Period,10:05,MIN,PP,Ryan Hartman,hartmry01,Marcus Johansson,johanma03,Frédérick Gaudreau,gaudrfr01
202312300WPG,WPG,MIN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202312300WPG,WPG,MIN,3rd Period,0:20,MIN,--,Matt Boldy,boldyma01,Kirill Kaprizov,kapriki01,Kirill Kaprizov,kapriki01
202312300WPG,WPG,MIN,3rd Period,2:46,WPG,--,Axel Jonsson-Fjällby,jonssax01,Dominic Toninato,tonindo01,Morgan Barron,barromo01
202401020WPG,WPG,TBL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401020WPG,WPG,TBL,1st Period,6:18,TBL,PP,Steven Stamkos,stamkst01,Victor Hedman,hedmavi01,Nikita Kucherov,kucheni01
202401020WPG,WPG,TBL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401020WPG,WPG,TBL,2nd Period,4:44,WPG,--,Neal Pionk,pionkne01,Brenden Dillon,dillobr01,Morgan Barron,barromo01
202401020WPG,WPG,TBL,2nd Period,9:13,WPG,--,Alex Iafallo,iafalal01,Cole Perfetti,perfeco01,Vladislav Namestnikov,namesvl01
202401020WPG,WPG,TBL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401020WPG,WPG,TBL,3rd Period,15:13,WPG,--,Nikolaj Ehlers,ehlerni01,Vladislav Namestnikov,namesvl01,Vladislav Namestnikov,namesvl01
202401020WPG,WPG,TBL,3rd Period,17:53,WPG,EN,Morgan Barron,barromo01,Dominic Toninato,tonindo01,Vladislav Namestnikov,namesvl01
202401020WPG,WPG,TBL,3rd Period,19:23,TBL,PP,Nikita Kucherov,kucheni01,Victor Hedman,hedmavi01,Brayden Point,pointbr01
202401090WPG,WPG,CBJ,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401090WPG,WPG,CBJ,1st Period,3:12,WPG,--,Brenden Dillon,dillobr01,Nikolaj Ehlers,ehlerni01,Mark Scheifele,scheima01
202401090WPG,WPG,CBJ,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401090WPG,WPG,CBJ,2nd Period,10:50,WPG,--,Cole Perfetti,perfeco01,Dylan Samberg,sambedy01,Nate Schmidt,schmina01
202401090WPG,WPG,CBJ,2nd Period,14:03,WPG,--,Josh Morrissey,morrijo04,Adam Lowry,lowryad01,Adam Lowry,lowryad01
202401090WPG,WPG,CBJ,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401090WPG,WPG,CBJ,3rd Period,3:34,WPG,--,Cole Perfetti,perfeco01,--,--,--,--
202401090WPG,WPG,CBJ,3rd Period,9:29,WPG,PP,Gabriel Vilardi,vilarga01,Adam Lowry,lowryad01,Cole Perfetti,perfeco01
202401110WPG,WPG,CHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401110WPG,WPG,CHI,1st Period,4:19,CHI,--,Connor Murphy,murphco02,Lukas Reichel,reichlu01,Cole Guttman,guttmco01
202401110WPG,WPG,CHI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401110WPG,WPG,CHI,3rd Period,16:31,WPG,--,Gabriel Vilardi,vilarga01,Adam Lowry,lowryad01,Josh Morrissey,morrijo04
202401110WPG,WPG,CHI,3rd Period,18:55,WPG,--,Nikolaj Ehlers,ehlerni01,Adam Lowry,lowryad01,Brenden Dillon,dillobr01
202401130WPG,WPG,PHI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401130WPG,WPG,PHI,1st Period,14:47,PHI,--,Cam Atkinson,atkinca01,Joel Farabee,farabjo01,Ryan Poehling,poehlry01
202401130WPG,WPG,PHI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401130WPG,WPG,PHI,2nd Period,2:52,PHI,PP,Cam Atkinson,atkinca01,Morgan Frost,frostmo01,Cameron York,yorkca01
202401160WPG,WPG,NYI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401160WPG,WPG,NYI,1st Period,9:41,WPG,--,Gabriel Vilardi,vilarga01,Adam Lowry,lowryad01,Josh Morrissey,morrijo04
202401160WPG,WPG,NYI,1st Period,15:53,NYI,--,Anders Lee,leean01,Mike Reilly,reillmi01,Sebastian Aho,Sebastian Aho
202401160WPG,WPG,NYI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202401160WPG,WPG,NYI,2nd Period,15:19,WPG,PP,Neal Pionk,pionkne01,Cole Perfetti,perfeco01,Nate Schmidt,schmina01
202401160WPG,WPG,NYI,2nd Period,17:58,WPG,--,Mason Appleton,applema01,Dominic Toninato,tonindo01,Dylan DeMelo,demeldy01
202401160WPG,WPG,NYI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401160WPG,WPG,NYI,3rd Period,0:35,NYI,--,Anders Lee,leean01,Bo Horvat,horvabo01,Bo Horvat,horvabo01
202401160WPG,WPG,NYI,3rd Period,18:38,WPG,EN,Kyle Connor,connoky01,--,--,--,--
202401270WPG,WPG,TOR,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202401270WPG,WPG,TOR,1st Period,4:13,WPG,--,Dylan Samberg,sambedy01,--,--,--,--
202401270WPG,WPG,TOR,1st Period,19:11,TOR,--,Ryan Reaves,reavery01,Noah Gregor,gregono01,Noah Gregor,gregono01
202401270WPG,WPG,TOR,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202401270WPG,WPG,TOR,3rd Period,1:54,TOR,PP,John Tavares,tavarjo01,Morgan Rielly,riellmo01,Mitch Marner,marnemi01
202401270WPG,WPG,TOR,3rd Period,15:28,TOR,PP,Auston Matthews,matthau01,Mitch Marner,marnemi01,Morgan Rielly,riellmo01
202401270WPG,WPG,TOR,3rd Period,18:22,TOR,EN,Simon Benoit,benoisi01,--,--,--,--
202401270WPG,WPG,TOR,3rd Period,19:48,WPG,--,Mason Appleton,applema01,Alex Iafallo,iafalal01,Josh Morrissey,morrijo04
202402100WPG,WPG,PIT,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402100WPG,WPG,PIT,1st Period,10:20,WPG,--,Mark Scheifele,scheima01,Nikolaj Ehlers,ehlerni01,Nikolaj Ehlers,ehlerni01
202402100WPG,WPG,PIT,1st Period,15:39,WPG,--,Nino Niederreiter,niedeni01,Nate Schmidt,schmina01,Logan Stanley,stanllo01
202402100WPG,WPG,PIT,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402100WPG,WPG,PIT,2nd Period,14:08,PIT,--,Bryan Rust,rustbr01,Erik Karlsson,karlser01,Ryan Graves,gravery01
202402140WPG,WPG,SJS,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402140WPG,WPG,SJS,1st Period,17:47,WPG,--,Morgan Barron,barromo01,Neal Pionk,pionkne01,Dylan Samberg,sambedy01
202402200WPG,WPG,MIN,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402200WPG,WPG,MIN,1st Period,9:20,WPG,PP,Gabriel Vilardi,vilarga01,Kyle Connor,connoky01,Josh Morrissey,morrijo04
202402200WPG,WPG,MIN,1st Period,9:34,WPG,--,Mason Appleton,applema01,Adam Lowry,lowryad01,Nino Niederreiter,niedeni01
202402200WPG,WPG,MIN,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402200WPG,WPG,MIN,2nd Period,1:54,WPG,--,Kyle Connor,connoky01,Gabriel Vilardi,vilarga01,Dylan DeMelo,demeldy01
202402200WPG,WPG,MIN,2nd Period,14:10,MIN,PP,Marco Rossi,rossima01,Declan Chisholm,chishde01,Frédérick Gaudreau,gaudrfr01
202402200WPG,WPG,MIN,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402200WPG,WPG,MIN,3rd Period,9:38,WPG,PP,Gabriel Vilardi,vilarga01,Josh Morrissey,morrijo04,Kyle Connor,connoky01
202402200WPG,WPG,MIN,3rd Period,10:36,WPG,--,Sean Monahan,monahse01,Dylan DeMelo,demeldy01,Nikolaj Ehlers,ehlerni01
202402200WPG,WPG,MIN,3rd Period,12:33,MIN,PP,Kirill Kaprizov,kapriki01,Joel Eriksson Ek,eriksjo02,Mats Zuccarello,zuccama01
202402200WPG,WPG,MIN,3rd Period,14:11,MIN,--,Marco Rossi,rossima01,Kirill Kaprizov,kapriki01,Kirill Kaprizov,kapriki01
202402200WPG,WPG,MIN,3rd Period,17:02,WPG,EN,Nino Niederreiter,niedeni01,Adam Lowry,lowryad01,Adam Lowry,lowryad01
202402250WPG,WPG,ARI,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402250WPG,WPG,ARI,1st Period,2:06,WPG,--,Mark Scheifele,scheima01,Josh Morrissey,morrijo04,Josh Morrissey,morrijo04
202402250WPG,WPG,ARI,1st Period,13:45,ARI,PP,Nick Schmaltz,schmani01,Dylan Guenther,guentdy01,Jason Zucker,zuckeja01
202402250WPG,WPG,ARI,1st Period,14:45,WPG,PP,Kyle Connor,connoky01,Gabriel Vilardi,vilarga01,Mark Scheifele,scheima01
202402250WPG,WPG,ARI,1st Period,16:34,WPG,PP,Gabriel Vilardi,vilarga01,Mark Scheifele,scheima01,Josh Morrissey,morrijo04
202402250WPG,WPG,ARI,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402250WPG,WPG,ARI,2nd Period,6:11,ARI,--,Matias Maccelli,maccema01,Juuso Välimäki,valimju01,Lawson Crouse,crousla01
202402250WPG,WPG,ARI,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402250WPG,WPG,ARI,3rd Period,1:04,ARI,--,Nick Schmaltz,schmani01,Alexander Kerfoot,kerfoal01,Alexander Kerfoot,kerfoal01
202402250WPG,WPG,ARI,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period,1st OT Period
202402250WPG,WPG,ARI,1st OT Period,0:33,WPG,--,Kyle Connor,connoky01,Josh Morrissey,morrijo04,Mark Scheifele,scheima01
202402270WPG,WPG,STL,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202402270WPG,WPG,STL,1st Period,8:53,WPG,--,Sean Monahan,monahse01,Nikolaj Ehlers,ehlerni01,Josh Morrissey,morrijo04
202402270WPG,WPG,STL,1st Period,10:20,WPG,--,Brenden Dillon,dillobr01,Mark Scheifele,scheima01,Mark Scheifele,scheima01
202402270WPG,WPG,STL,1st Period,10:50,STL,--,Pavel Buchnevich,buchnpa01,Marco Scandella,scandma01,Robert Thomas,thomaro01
202402270WPG,WPG,STL,1st Period,15:33,WPG,--,Kyle Connor,connoky01,Josh Morrissey,morrijo04,Josh Morrissey,morrijo04
202402270WPG,WPG,STL,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period,2nd Period
202402270WPG,WPG,STL,2nd Period,9:03,STL,--,Brandon Saad,saadbr01,--,--,--,--
202402270WPG,WPG,STL,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period,3rd Period
202402270WPG,WPG,STL,3rd Period,10:13,WPG,--,Alex Iafallo,iafalal01,Nikolaj Ehlers,ehlerni01,Sean Monahan,monahse01
202403050WPG,WPG,SEA,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period,1st Period
202403050WPG,WPG,SEA,1st Period,8:45,SEA,--,Justin Schultz,schulju01,Oliver Bjorkstrand,bjorkol01,Jared McCann,mccanja01
